,target,state_var,test_score,train_mean,train_std,cv_mean,cv_std,strategy,dataset
50,input_hs,state_Tlc,-0.716214766241864,-0.5626842922615611,0.012032841244449427,-0.6438270546327414,0.07125538266421795,4_folds,HydroShoot_large
51,input_Rg,state_Tlc,-0.32206068064356014,-0.2808010236620868,0.009787231232552818,-0.300712534344245,0.03197451515474114,4_folds,HydroShoot_large
52,output_Rg,state_Tlc,-0.3773699886602953,-0.3434291485391041,0.009645659370234818,-0.3629195754701561,0.03132959395092922,4_folds,HydroShoot_large
53,output_An,state_Tlc,-0.5577056323728002,-0.5142672051568424,0.008454322627043863,-0.5362188326561514,0.031312526217003915,4_folds,HydroShoot_large
54,output_E,state_Tlc,-0.41183318285614795,-0.36119157426116527,0.0033593065319635633,-0.37730084037679207,0.013995472780319143,4_folds,HydroShoot_large
55,output_Tleaf,state_Tlc,-0.24736600376140974,-0.22431820781361056,0.0032257348832746106,-0.23223454428331405,0.009981440105259707,4_folds,HydroShoot_large
56,input_Tac,state_gb,-0.9470773055889794,-0.7327282681491274,0.027657761098929593,-0.867131149806549,0.07889105665584627,4_folds,HydroShoot_large
57,input_u,state_gb,-0.30079650323859847,-0.3163507577121139,0.012208845291287476,-0.33127397910634687,0.031161462527813263,4_folds,HydroShoot_large
58,input_hs,state_gb,-0.9988311493618286,-0.8124672332113151,0.022804757257446625,-0.9522720366841088,0.14691713288778457,4_folds,HydroShoot_large
59,input_Rg,state_gb,-0.955284822579793,-0.905735328453,0.014545166702575893,-0.9340715239908608,0.03957648597652346,4_folds,HydroShoot_large
60,output_Rg,state_gb,-0.9841733253739683,-0.934058650498041,0.013972263316350049,-0.9633880004874851,0.037401662336820574,4_folds,HydroShoot_large
61,output_An,state_gb,-0.9627071159878229,-0.9387846969850409,0.005646141942365754,-0.9444623599006481,0.02304434620744985,4_folds,HydroShoot_large
62,output_E,state_gb,-0.9301948585920436,-0.8659814100490232,0.022076399551428795,-0.9154490951360168,0.07184306291623796,4_folds,HydroShoot_large
63,output_Tleaf,state_gb,-0.916709618915272,-0.7440629658031744,0.027628907508392683,-0.8545238825384385,0.08090632366941329,4_folds,HydroShoot_large
64,input_Tac,state_gs,-0.4191407243415432,-0.426652347095153,0.009457163901091022,-0.4705752858359395,0.026839407526183925,4_folds,HydroShoot_large
65,input_u,state_gs,-0.6746176897278037,-0.5836548788620334,0.017995456531154055,-0.6320755614971181,0.0501471939674235,4_folds,HydroShoot_large
66,input_hs,state_gs,-0.6887523090961928,-0.5326317257333125,0.007931853499447328,-0.620348683268511,0.06015619164436051,4_folds,HydroShoot_large
67,input_Rg,state_gs,-0.3711796511936155,-0.34209939134294737,0.00661701897082902,-0.36478162492121396,0.021325458788821146,4_folds,HydroShoot_large
68,output_Rg,state_gs,-0.42828392185269143,-0.4041498378677622,0.00491079739603133,-0.4259892309340092,0.015096994194912124,4_folds,HydroShoot_large
69,output_An,state_gs,-0.5189167950161017,-0.4943285302715848,0.007530575869043399,-0.5033953167920687,0.022798274011604846,4_folds,HydroShoot_large
70,output_E,state_gs,-0.3858358311244188,-0.3722294195134502,0.003014980641974037,-0.39011925244847623,0.011362473531367503,4_folds,HydroShoot_large
71,output_Tleaf,state_gs,-0.3927671684112153,-0.4003754589135441,0.00757449860667932,-0.437681257004662,0.02227259521961076,4_folds,HydroShoot_large
72,input_Tac,state_psi_head,-0.3779183481645567,-0.3604641463470254,0.005159290719634151,-0.3847722244102943,0.017071514204792304,4_folds,HydroShoot_large
73,input_u,state_psi_head,-0.6367232546754585,-0.6067401666898539,0.021238068983952564,-0.6230032260688431,0.07492232252221125,4_folds,HydroShoot_large
74,input_hs,state_psi_head,-0.5639811987501588,-0.42661412648126135,0.008150070549274423,-0.48191453994239364,0.07498192776310342,4_folds,HydroShoot_large
75,input_Rg,state_psi_head,-0.32291988831442925,-0.28806554202909074,0.00956387080593809,-0.306722346045335,0.033535745043711776,4_folds,HydroShoot_large
76,output_Rg,state_psi_head,-0.37598089891375563,-0.3569549927572341,0.008912279598739838,-0.3730965497318622,0.03133745966256521,4_folds,HydroShoot_large
77,output_An,state_psi_head,-0.5529481740418366,-0.5263762917956771,0.008568861608052841,-0.539419376867575,0.027083249465313063,4_folds,HydroShoot_large
78,output_E,state_psi_head,-0.3333306255051609,-0.308265415443906,0.00412777873067514,-0.31583650992620926,0.01598786643870088,4_folds,HydroShoot_large
79,output_Tleaf,state_psi_head,-0.348339424034997,-0.3364301201044673,0.0034138974648132577,-0.3561305738982421,0.010698361275354184,4_folds,HydroShoot_large
80,input_Tac,state_u,-0.9409993556804063,-0.9515824420053347,0.018014808178480998,-0.9725166265058074,0.04994954508796163,4_folds,HydroShoot_large
81,input_u,state_u,-0.2805161518645757,-0.2973791353992886,0.01574194949050868,-0.3072366566090508,0.04287096925228684,4_folds,HydroShoot_large
82,input_hs,state_u,-1.0610484628820747,-0.9536770424920646,0.011009073945895332,-1.0319813085105012,0.11925760681187554,4_folds,HydroShoot_large
83,input_Rg,state_u,-0.9611150373852018,-0.953608361635046,0.007063314847675825,-0.9631680151728171,0.026957107735039933,4_folds,HydroShoot_large
84,output_Rg,state_u,-0.9855482266086855,-0.9749326654659358,0.00515482202189555,-0.9856397653540081,0.022401818856945158,4_folds,HydroShoot_large
85,output_An,state_u,-0.9697454835863137,-0.940582222294655,0.0066761814031036405,-0.9475282967299146,0.027169219584966937,4_folds,HydroShoot_large
86,output_E,state_u,-0.9509554959312992,-0.9371601471310876,0.012364006189589305,-0.95582454137806,0.050919322463926296,4_folds,HydroShoot_large
87,output_Tleaf,state_u,-0.919349251797542,-0.9366699459959923,0.019298137789763244,-0.955453549505964,0.054265798517896306,4_folds,HydroShoot_large
