,target,state_var,test_score,train_mean,train_std,cv_mean,cv_std,strategy,dataset
35,input_Rg,state_Flux,-0.3496371683862448,-0.2934412298393059,0.0017051645908373713,-0.4059084302225191,0.23312149235495666,LeaveOneOut,HydroShoot_large
36,output_Rg,state_Flux,-0.41084912329348194,-0.36919694669344116,0.0019725387679612296,-0.49343300098284787,0.2712538443964595,LeaveOneOut,HydroShoot_large
37,output_An,state_Flux,-0.6080898121978996,-0.5641558910595651,0.0017585840871759547,-0.6378807965777288,0.0990354471658398,LeaveOneOut,HydroShoot_large
38,output_E,state_Flux,-0.35512789312394827,-0.3176407606246523,0.001960746137985668,-0.4337580914469132,0.18000753227197186,LeaveOneOut,HydroShoot_large
39,output_Tleaf,state_Flux,-0.3390080539484146,-0.332647930401736,0.0026510363221481006,-0.6555298273619028,0.5641874067102203,LeaveOneOut,HydroShoot_large
40,input_Tac,state_FluxC,-0.4574957980386268,-0.4655038570812696,0.002959235486477359,-1.114328576312183,1.1300720002419105,LeaveOneOut,HydroShoot_large
41,input_u,state_FluxC,-0.6574108095315584,-0.5973847546242602,0.005330834180957421,-0.9521469327474148,1.2311458016648316,LeaveOneOut,HydroShoot_large
42,input_hs,state_FluxC,-0.7345780806602002,-0.5424602568693915,0.0041613855018508795,-2.3123878554019694,3.616061974850289,LeaveOneOut,HydroShoot_large
43,input_Rg,state_FluxC,-0.34802433878984346,-0.30956804123498727,0.0017859265513532703,-0.4308867572004319,0.24147436088779384,LeaveOneOut,HydroShoot_large
44,output_Rg,state_FluxC,-0.405736039741162,-0.376479080698042,0.0019472060713726738,-0.5029860930937177,0.2535073861335194,LeaveOneOut,HydroShoot_large
45,output_An,state_FluxC,-0.524855846755741,-0.4946011837296196,0.0018264216563004749,-0.5573856892736619,0.10248344095572047,LeaveOneOut,HydroShoot_large
46,output_E,state_FluxC,-0.3646429832733184,-0.34245261900617985,0.0018613553765962777,-0.4920463501543168,0.2587523526336262,LeaveOneOut,HydroShoot_large
47,output_Tleaf,state_FluxC,-0.40387556634021504,-0.4103464625225833,0.0027758927600951507,-0.8267972199454683,0.796052178520033,LeaveOneOut,HydroShoot_large
48,input_Tac,state_Tlc,-0.23533278745195177,-0.20252205630174583,0.001889228504601757,-0.41849026226055414,0.2767974286219839,LeaveOneOut,HydroShoot_large
