,target,state_var,test_score,train_mean,train_std,cv_mean,cv_std,strategy,dataset
0,input_Tac,state_An,-0.4175878428376384,-0.4211620666295408,0.01089227308943978,-0.5082145784844846,0.050625164061029,3_folds,HydroShoot_large
1,input_u,state_An,-0.6572017763448553,-0.5659042538610114,0.021556024998108075,-0.6247074271541937,0.05164173023916561,3_folds,HydroShoot_large
2,input_hs,state_An,-0.7315066815310303,-0.5400235020482812,0.02126816033652532,-0.5989923486974541,0.06399552219827143,3_folds,HydroShoot_large
3,input_Rg,state_An,-0.3421239597633098,-0.3080674663038019,0.0028948687695706144,-0.3241446287059825,0.003661503491911601,3_folds,HydroShoot_large
4,output_Rg,state_An,-0.4023226165374428,-0.3753952990436926,0.0014365688532314734,-0.38799885197341855,0.0009189608096703681,3_folds,HydroShoot_large
5,output_An,state_An,-0.5245103899932958,-0.49387748789656344,0.00584645123187922,-0.4984910108916016,0.012030990389421056,3_folds,HydroShoot_large
6,output_E,state_An,-0.3637875572126965,-0.3414387941078379,0.008571286928831683,-0.3542145235339404,0.02006050713749132,3_folds,HydroShoot_large
7,output_Tleaf,state_An,-0.38806427617055184,-0.3895317606527348,0.01036728008603677,-0.45863330974021393,0.03912721497722212,3_folds,HydroShoot_large
8,input_Tac,state_E,-0.3561653357722886,-0.35670620769342937,0.0044262617605809775,-0.41939612494785966,0.03398231496016964,3_folds,HydroShoot_large
9,input_u,state_E,-0.6584264784721057,-0.5593027953938076,0.043006577307436136,-0.6092708025397985,0.07875336937726458,3_folds,HydroShoot_large
10,input_hs,state_E,-0.6183214311705876,-0.4711604071417943,0.013554019025748659,-0.5113557738308884,0.044259280642590715,3_folds,HydroShoot_large
11,input_Rg,state_E,-0.3446302403973217,-0.2920065872311777,0.005809540623237044,-0.3077458755881674,0.010869858570667428,3_folds,HydroShoot_large
12,output_Rg,state_E,-0.40834957779962644,-0.36791870054796855,0.004754346449992656,-0.37916055320433784,0.008011841435774002,3_folds,HydroShoot_large
13,output_An,state_E,-0.6046945354194904,-0.5633574778726026,0.002796625438956103,-0.5728974973901731,0.0074662665499940365,3_folds,HydroShoot_large
14,output_E,state_E,-0.35321128325191253,-0.31753435125611434,0.00582161606058159,-0.3243522829716843,0.014414727567483543,3_folds,HydroShoot_large
15,output_Tleaf,state_E,-0.3369553152898469,-0.3311215186697017,0.004490615290502648,-0.38029003569848346,0.023574799343492322,3_folds,HydroShoot_large
16,input_Tac,state_Eabs,-0.5901971290895478,-0.5297943461477568,0.007992309294498772,-0.6243724252180963,0.05179789158024815,3_folds,HydroShoot_large
17,input_u,state_Eabs,-0.6953396492707768,-0.5694433895593448,0.03229933870818941,-0.62480787237929,0.06403738234105852,3_folds,HydroShoot_large
