,target,state_var,dataset,note,test_score,train_mean,train_std,cv_mean,cv_std
40,output__axes__Total_Transpiration,state__gs,combined,,-0.2120491820270459,-0.15485515730887892,0.007332664930930565,-0.4824759820439623,0.4600203788891077
41,output__axes__Total_Transpiration,state__Ag,combined,,-0.1453593045662143,-0.12415685637153775,0.004026956637685986,-0.4553873064014755,0.5881985613442525
42,output__axes__Total_Transpiration,state__Tr,combined,,-0.025687488826206445,-0.007696887961702812,0.0010747611782760715,-0.10239138559091437,0.321380276113956
43,output__axes__Total_Transpiration,state__sucrose,combined,,-0.45954724714086315,-0.425821995329414,0.019487731731605496,-1.5961915069850183,2.764880732686285
44,output__axes__Total_Transpiration,state__Rd,combined,,-0.38724378084013966,-0.07400524296637034,0.0033726781715087764,-0.29595427089031273,0.41896555310259453
45,output__axes__Total_Transpiration,state__sum_respi,combined,,-0.32910798517888523,-0.14630491889959524,0.008065157588923552,-0.5987270769184476,0.7697060553454868
46,output__axes__Total_Transpiration,state__Photosynthesis,combined,,-0.13561725474383443,-0.14626751949476882,0.0048989171325229544,-0.44790322279649153,0.6591021454717625
47,output__axes__Total_Transpiration,state__PARa,combined,,-0.20723648800291153,-0.19654303008592414,0.010391993598808793,-0.6814864686126567,1.0032637378135947
48,output__axes__C_exudated,state__An,combined,,-0.6979018833138422,-0.4734196869707315,0.028059103228686832,-4.777655834160216,8.924516644510268
49,output__axes__C_exudated,state__Transpiration,combined,,-0.4148596390611055,-0.49394218316381755,0.024589155615515355,-5.771057152533285,8.072427311883942
50,output__axes__C_exudated,state__S_Sucrose,combined,,-0.5330250855396497,-0.5429750903889063,0.01754802176547274,-12.454919684393467,28.923929702429195
51,output__axes__C_exudated,state__Ts,combined,,-0.6009695319191235,-0.48004739110884637,0.02399287132322808,-11.545382817307555,21.127352707215508
52,output__axes__C_exudated,state__gs,combined,,-0.5047202592450861,-0.43039358093197433,0.014822406972787541,-11.001504821086481,31.2061296928158
53,output__axes__C_exudated,state__Ag,combined,,-0.43539479655670627,-0.41225605861035486,0.01753872095041588,-11.998667349697829,36.30095556053745
54,output__axes__C_exudated,state__Tr,combined,,-0.43490184230503953,-0.43294847574806433,0.01930227121443023,-13.054327913085432,29.467973660777503
55,output__axes__C_exudated,state__sucrose,combined,,-0.377829496141933,-0.42437977185548265,0.014193854778754345,-2.5458694049993302,4.12876715851854
56,output__axes__C_exudated,state__Rd,combined,,-1.584932666553196,-0.3000978425716759,0.018326679142997345,-3.828258058099441,8.396270405286971
57,output__axes__C_exudated,state__sum_respi,combined,,-0.30596099120778164,-0.22535541754551822,0.011628590338751422,-1.3012839172588084,1.766121305288429
58,output__axes__C_exudated,state__Photosynthesis,combined,,-0.5456287419479666,-0.5456831989987098,0.015249267625588734,-7.518079645925718,15.275592098759928
59,output__axes__C_exudated,state__PARa,combined,,-0.9364069802750576,-0.925889881085026,0.013705584110424772,-52.03803342363563,153.72250851182406
60,output__axes__SAM_temperature,state__An,combined,,-0.3220496593479287,-0.2590813131687674,0.0059047192522989934,-1.5361228789784167,2.877083850681165
61,output__axes__SAM_temperature,state__Transpiration,combined,,-0.3571064608992534,-0.24777586616018427,0.009777133863670894,-1.852621396125225,3.5027460922921305
62,output__axes__SAM_temperature,state__S_Sucrose,combined,,-0.720926492260508,-0.6517849031902145,0.021133869108884727,-4.033034556641289,8.11722972883319
63,output__axes__SAM_temperature,state__Ts,combined,,-0.0017307581428570038,-0.0003263177538408405,2.9005905577752134e-05,-0.0012736244162968816,0.0010929469355746312
64,output__axes__SAM_temperature,state__gs,combined,,-0.498783676014618,-0.3736499800573131,0.010930564869764015,-1.9847267904658068,3.582474440360214
65,output__axes__SAM_temperature,state__Ag,combined,,-0.7282477821374682,-0.41393192149120384,0.015656410386560793,-2.7953661336820774,4.917412005384493
66,output__axes__SAM_temperature,state__Tr,combined,,-0.23232677850132036,-0.16616257543566226,0.008184630807187614,-1.384688071670712,2.6724531133393685
67,output__axes__SAM_temperature,state__sucrose,combined,,-0.8916343737613014,-0.7408991130879956,0.020884227789803103,-5.113206605978985,11.8789292442286
