,target,state_var,dataset,test_score,train_mean,train_std,cv_mean,cv_std,strategy
0,input_air_temperature,state__An,NEMA_H0,-0.3942369128185388,-0.24751618871929276,0.01682113171835976,-0.6563481262069254,0.4670008067549091,4_folds
1,input_air_temperature,state__An,NEMA_H3,-0.569716922432783,-0.21764898935446242,0.00842824641220922,-0.4166402458365104,0.12205630936551036,4_folds
2,input_air_temperature,state__An,NEMA_H15,-0.26636312430629344,-0.26892589749427975,0.02069619267765872,-0.4929604929094972,0.17010680884990356,4_folds
3,input_air_temperature,state__An,combined,-0.28416195409545303,-0.2633519502315291,0.007237207469668889,-0.3771691776543167,0.033523849884796376,4_folds
4,input_air_temperature,state__Transpiration,NEMA_H0,-0.46615767112375783,-0.2535147225514232,0.04110877073715144,-0.7395643420210197,0.4394208571178677,4_folds
5,input_air_temperature,state__Transpiration,NEMA_H3,-0.3686730940651053,-0.26232689777129325,0.038931401720453576,-0.5621768114111519,0.1496815653770246,4_folds
6,input_air_temperature,state__Transpiration,NEMA_H15,-0.32711475246283855,-0.28884253556902145,0.01595213792257659,-0.5319497072686828,0.1827959459385073,4_folds
7,input_air_temperature,state__Transpiration,combined,-0.35902990286424635,-0.27628312819903283,0.014512818455677295,-0.4134835724567798,0.13095153494869044,4_folds
8,input_air_temperature,state__S_Sucrose,NEMA_H0,-0.7686440208470846,-0.6576917861603613,0.03268948909882456,-1.451179533109506,0.8089473681625429,4_folds
9,input_air_temperature,state__S_Sucrose,NEMA_H3,-0.7648077837290769,-0.7518251290085876,0.006119082476229813,-1.1752957772759483,0.24492298977033858,4_folds
10,input_air_temperature,state__S_Sucrose,NEMA_H15,-0.7299639248019496,-0.6232978456981777,0.02849925876326165,-0.9966743935205234,0.24541261162465117,4_folds
11,input_air_temperature,state__S_Sucrose,combined,-0.7448044213387213,-0.6764627989851155,0.011182570460148195,-0.8214779032697959,0.11620381915045094,4_folds
12,input_air_temperature,state__Ts,NEMA_H0,-0.06283876603011722,-0.04950380812765981,0.008726901427171694,-0.08484678883049251,0.03183292630082874,4_folds
13,input_air_temperature,state__Ts,NEMA_H3,-0.04877392646289163,-0.04325512797821621,0.00801858224561656,-0.06794775869962545,0.032908629409304786,4_folds
14,input_air_temperature,state__Ts,NEMA_H15,-0.04809598290946714,-0.04319141006590818,0.007662468599607588,-0.06446720014458658,0.035511726157280966,4_folds
15,input_air_temperature,state__Ts,combined,-0.05220828372384875,-0.04453913152925283,0.007020870758917605,-0.05636293457241121,0.019224771594053194,4_folds
16,input_air_temperature,state__gs,NEMA_H0,-0.49610361359028227,-0.4098360523467754,0.00898168041720011,-0.9530898505814078,0.4343914780705437,4_folds
17,input_air_temperature,state__gs,NEMA_H3,-0.437479717969513,-0.3840343585484816,0.04761544994711227,-0.7675025405591377,0.27159670960204907,4_folds
18,input_air_temperature,state__gs,NEMA_H15,-0.4946766143062087,-0.36565307808328157,0.030768206238309437,-0.6886167763021078,0.2806041492802073,4_folds
19,input_air_temperature,state__gs,combined,-0.5175264048804007,-0.427226855822906,0.02986811177654481,-0.5354621866752316,0.014240211298616379,4_folds
20,input_air_temperature,state__Ag,NEMA_H0,-0.793779985856874,-0.4090122138767149,0.017042860844610153,-1.14964289878726,0.6368063372446219,4_folds
