,target_id,reservoir_id,dataset_id,test_score,train_mean,train_std,cv_mean,cv_std
0,input_air_temperature,state__An,NEMA_combined,-0.2945455872343518,-0.21036515630870584,0.005476907284283766,-0.8102826675810609,0.6625656920241606
1,input_air_temperature,state__Transpiration,NEMA_combined,-0.3613378302962551,-0.2501295904952583,0.015485700196695575,-1.2743758928476825,1.2552698813448284
2,input_air_temperature,state__Ts,NEMA_combined,-0.04736308319820215,-0.048730510464829006,0.0016656845895850665,-0.1433877638884468,0.050547052148051316
3,input_air_temperature,state__gs,NEMA_combined,-0.4406547546899572,-0.36116659273609686,0.013532738954203035,-1.4591294087996798,1.3576587228323684
4,input_air_temperature,state__Ag,NEMA_combined,-0.4950887619512401,-0.41009236517505315,0.010248677843944773,-1.840566571446134,1.8414614853753297
5,input_air_temperature,state__Tr,NEMA_combined,-0.24269841994311203,-0.16326883107986623,0.008297391399958184,-0.8242426532519291,0.8163570637857814
6,input_air_temperature,state__Rd,NEMA_combined,-0.07190956292412197,-0.054138086107264206,0.001124331190665042,-0.19573249097668227,0.1213475723364019
7,input_air_temperature,state__sum_respi,NEMA_combined,-0.14910134255544158,-0.13232690703227495,0.0061340932091183365,-0.5643897268039566,0.4041618876288206
8,input_air_temperature,state__PARa,NEMA_combined,-0.7072234808516251,-0.6754369692132505,0.013923189697888973,-2.2824552316500437,1.7102412302254684
9,input_humidity,state__An,NEMA_combined,-0.6548300622610111,-0.464363964318817,0.014436537675566883,-1.6168171988809725,2.166546463358598
10,input_humidity,state__Transpiration,NEMA_combined,-0.28048953834284124,-0.20454469182463714,0.011721652012644685,-0.657330843480295,0.7159952117333275
11,input_humidity,state__Ts,NEMA_combined,-0.26914416836113464,-0.21266600938636065,0.011081607714784452,-0.6583364466139657,0.6857372791757262
12,input_humidity,state__gs,NEMA_combined,-0.7385843462785919,-0.6653314044643959,0.013208222161429575,-2.5699402468264543,4.3348250002659166
13,input_humidity,state__Ag,NEMA_combined,-0.743191896627378,-0.6038528630865553,0.009364033059611452,-2.128721298798115,3.959002553838188
14,input_humidity,state__Tr,NEMA_combined,-0.1748734717731248,-0.14419764404931457,0.007817736281418441,-0.4773026034320657,0.6302002683002103
15,input_humidity,state__Rd,NEMA_combined,-0.8232936946658246,-0.5777927753377359,0.02221652908466941,-2.0860178682774375,3.391847309908018
16,input_humidity,state__sum_respi,NEMA_combined,-0.8487983594363397,-0.5846201291489929,0.028917157066065437,-1.95811358388993,2.6115988903342235
17,input_humidity,state__PARa,NEMA_combined,-0.7602202758265906,-0.6725997967007837,0.015414803450006613,-2.2791292835391124,4.658347559404015
18,input_PARi,state__An,NEMA_combined,-0.13573412501314647,-0.10975301334774153,0.004097787324288451,-0.16413423289955067,0.15878734926957014
19,input_PARi,state__Transpiration,NEMA_combined,-0.16280578415292776,-0.14256949990503895,0.004193359513080369,-0.21316042189695655,0.12234954474175759
20,input_PARi,state__Ts,NEMA_combined,-0.17696083651631564,-0.14323074032153765,0.004554560236819799,-0.2586110690823066,0.2008696097141211
21,input_PARi,state__gs,NEMA_combined,-0.1826615921071727,-0.1392847994320975,0.005241675436092653,-0.25054971975519746,0.2354598839842789
22,input_PARi,state__Ag,NEMA_combined,-0.1335306167819789,-0.10356808037031254,0.003560846369699421,-0.16094485444518897,0.1637712576706418
23,input_PARi,state__Tr,NEMA_combined,-0.1422056539579992,-0.11470016078905751,0.0036428898097899277,-0.19791132333485734,0.1686997091566193
24,input_PARi,state__Rd,NEMA_combined,-0.1904040576969868,-0.15117507114372405,0.0033084130093155783,-0.24873661249644918,0.18058655638078658
25,input_PARi,state__sum_respi,NEMA_combined,-0.3922474241191508,-0.4621425547129839,0.013950667773502642,-0.7535693680326189,0.459751463440541
26,input_PARi,state__PARa,NEMA_combined,-0.13326464239375244,-0.111929084880156,0.003993714362782361,-0.16137402412038143,0.159697406020676
27,output__axes__Total_Transpiration,state__An,NEMA_combined,-0.1329234841501358,-0.0842455990712461,0.0029453832888349353,-0.1681507556871564,0.10406754017810727
28,output__axes__Total_Transpiration,state__Transpiration,NEMA_combined,-2.3183030211927095e-06,-2.601315785323018e-06,1.8619364820866178e-07,-7.780294284625553e-06,9.096963703183005e-06
29,output__axes__Total_Transpiration,state__Ts,NEMA_combined,-0.07325164940603267,-0.07904291194187732,0.004585967094278551,-0.2410239295123501,0.2834942100972783
30,output__axes__Total_Transpiration,state__gs,NEMA_combined,-0.19951930666881404,-0.1801352399049115,0.010442044687399815,-0.48608621429123283,0.4750906441327928
31,output__axes__Total_Transpiration,state__Ag,NEMA_combined,-0.17703199939217512,-0.1217641948440831,0.005246747200805246,-0.23786008362357328,0.1838022415243163
32,output__axes__Total_Transpiration,state__Tr,NEMA_combined,-0.013937422559795442,-0.01359011650602245,0.0012892287104412047,-0.04470202428685459,0.06923101239655054
33,output__axes__Total_Transpiration,state__Rd,NEMA_combined,-0.09998575854962703,-0.0888169844499098,0.00432343604154019,-0.30037075426395066,0.34433416318534454
34,output__axes__Total_Transpiration,state__sum_respi,NEMA_combined,-0.21978371558577767,-0.1877810404290752,0.006750382379831975,-0.41172516384171454,0.3199990698895635
35,output__axes__Total_Transpiration,state__PARa,NEMA_combined,-0.20292285096070053,-0.1823293364037277,0.00800599186773842,-0.40454459587133434,0.44369405024291886
36,output__axes__C_exudated,state__An,NEMA_combined,-0.6803269620637957,-0.6682469179595192,0.013274844327529654,-26.999373393476397,45.62484871550193
