,target_id,reservoir_id,dataset_id,benchmark,exponent,test_score,train_mean,train_std,cv_mean,cv_std
750,output__axes__delta_teq,state__PARa,NEMA_combined,polynomial,4,-0.7554118548833919,-0.7410699341247928,0.014905828870444364,-16.538353125739782,36.399747073225974
751,output__axes__delta_teq,state__PARa,NEMA_combined,polynomial,5,-0.7696051841165928,-0.7567589817123712,0.015077651594113292,-41.8993673876957,107.79036766381492
752,output__axes__delta_teq,state__PARa,NEMA_combined,polynomial,6,-0.7819735115843661,-0.7707879909910804,0.015183300306086589,-117.78051118227513,347.16053413748085
753,output__axes__delta_teq,state__PARa,NEMA_combined,polynomial,7,-0.7922872510004275,-0.782971973841595,0.015245827958287847,-363.64850505226985,1202.004275303063
754,output__axes__delta_teq,state__PARa,NEMA_combined,polynomial,8,-0.8007404185860554,-0.7934523513168098,0.015281553267983515,-1220.5297517691483,4413.759161447727
755,output__axes__delta_teq,state__PARa,NEMA_combined,polynomial,9,-0.8076405343711459,-0.8024608534885654,0.015300331027681106,-4397.455163779148,16978.795190111123
756,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,1,-0.5736746387458791,-0.5183853021088063,0.02546297589804383,-13.650598322883074,11.604684761410438
757,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,2,-0.7066120958676663,-0.6142556871985386,0.03283198348808392,-99.08141568461131,124.65879382886581
758,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,3,-0.778560708914595,-0.6689021539938432,0.034270548567268765,-1602.704217978685,2764.893404115132
759,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,4,-0.8077439859684417,-0.6935573843987696,0.03395842308909395,-47238.47010225847,103507.42594434728
760,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,5,-0.8249454569148036,-0.7094918130750681,0.03249586041946894,-2106448.4493443426,5205866.906225736
761,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,6,-0.8328395014134526,-0.7123838415816408,0.03304670885872743,-108106491.16401422,292020087.00607485
762,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,7,-0.8968068838357127,-0.821616532464172,0.013329321519506403,-1209358526.7963943,2945654629.4273243
763,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,8,-0.9090664839103456,-0.8303246954394087,0.012642008479355983,-4400945860.22592,7620130249.985259
764,output__axes__sum_respi_shoot,state__An,NEMA_combined,polynomial,9,-0.9235872719449335,-0.8477527984461645,0.011254535784144185,-9775909447.338663,17069766827.361197
765,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,1,-0.8291864197027038,-0.7082675194798995,0.017467020119021234,-23.76449157814536,34.41294602392582
766,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,2,-0.9608197298288491,-0.7428941403526034,0.015196878015742009,-215.44927156625675,388.0986090930207
767,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,3,-1.0372479164057535,-0.7635751042329217,0.01209548842443935,-4297.064724188223,9277.69834287827
768,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,4,-0.9446011542891332,-0.891907284236904,0.00894487242609461,-112534.54541531384,253029.77016863727
769,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,5,-0.9588405782917904,-0.9042304908275055,0.009882593790567695,-3825178.2916590185,9486776.458755244
770,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,6,-0.968339446950384,-0.9139268030826088,0.010842033997289979,-157175184.31189504,418726725.5354834
771,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,7,-0.975026474935186,-0.9212257204214742,0.011335445392877464,-2083010801.482143,5532703674.58608
772,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,8,-0.9800032249129565,-0.9266855985670943,0.011365695017047216,-7039486874.704462,12396466143.712593
773,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,polynomial,9,-0.9838802779080537,-0.9308260909492653,0.011065203969165818,-11395517462.867393,18963244893.02015
774,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,1,-0.8007762419225456,-0.6324090586405612,0.018000756238157674,-22.8251470731388,30.2201716997835
775,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,2,-0.8723298840639816,-0.6693918501293323,0.02471109486667058,-160.248587991861,233.76384137154952
776,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,3,-0.9136495533734454,-0.7602170987948342,0.020445856383847046,-2199.0106636609,4789.0725427357165
777,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,4,-0.9328229113767788,-0.7895819461226201,0.022821942733528434,-57998.076061395775,156520.17177236857
778,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,5,-0.9424416472903533,-0.8076351750996936,0.0251279004918782,-2632541.601985392,7985409.1035583755
779,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,6,-0.9512750749582232,-0.8287069521352682,0.026247152086625782,-142337541.97260606,490011243.2842339
780,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,7,-0.9606569556131737,-0.8518616989770867,0.026352922911742238,-1213242433.5467544,3023871173.3825464
781,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,8,-0.9675915234133521,-0.8672085884576681,0.026043773030914603,-5201242859.649264,10656467096.037107
782,output__axes__sum_respi_shoot,state__S_Sucrose,NEMA_combined,polynomial,9,-0.973633058785372,-0.8802348236392759,0.02523497612621204,-11102187195.431217,21609994603.584724
783,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,1,-0.8000621467868074,-0.5485508365556494,0.0277871191925078,-15.10058012854471,16.487040837306782
784,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,2,-0.896392770541068,-0.5835889911788249,0.03653392496196522,-83.8051986850567,141.3501763345794
785,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,3,-0.9598946992627304,-0.5749875567862008,0.05011680555478693,-1201.3069721004263,2604.8750303798492
786,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,4,-0.9753355062140356,-0.5544368400579259,0.06192268184507874,-38829.80270929063,98144.15932035618
787,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,5,-0.9841823316721479,-0.5592315691956901,0.06434423911085724,-1946239.7257014893,5695348.244626707
