,target_id,reservoir_id,dataset_id,benchmark,delay,test_score,train_mean,train_std,cv_mean,cv_std
973,output__axes__delta_teq,state__S_Sucrose,NEMA_combined,delay_line,11,-0.8250164733356283,-0.7410260412642609,0.013304449977720326,-1.798060827613559,1.9278068888417113
974,output__axes__delta_teq,state__S_Sucrose,NEMA_combined,delay_line,12,-0.8582681114147962,-0.7627858686165339,0.012574568172702924,-1.493753060708904,0.9827964000179304
975,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,0,-0.019944841504477093,-0.029241740832236428,0.0025330930117678746,-0.08224291813995682,0.1288580670094156
976,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,1,-0.10345772125623391,-0.1361191558291097,0.004388993712227735,-0.37862132912472607,0.3364431167770009
977,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,2,-0.13050170499020575,-0.17165701459758712,0.005925508964751551,-0.4685373412663604,0.4557276461206959
978,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,3,-0.20922255860872352,-0.26027729451560677,0.00808500105639524,-0.6731778517270525,0.7267814958778909
979,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,4,-0.24031295074024805,-0.2851837885687413,0.010357887201082204,-0.7187007500814302,0.7758351486876555
980,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,5,-0.2938870793905278,-0.3388653698987811,0.012573489006913154,-0.8743916269045686,0.9062609517480488
981,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,6,-0.32238473393454664,-0.38863648559846664,0.014629981747522539,-0.9737913320051135,0.8803842854853604
982,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,7,-0.4016399379982395,-0.43918895595232793,0.016419056698166967,-1.1148007217727656,1.2582103429463238
983,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,8,-0.46378320452165145,-0.4726909997776616,0.01880745242033338,-1.296289488001846,1.7400992878702601
984,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,9,-0.6419059454390792,-0.5786132599931142,0.018729682545422188,-1.5661945006117861,1.8712723623675567
985,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,10,-0.7639663770765412,-0.6839785520628202,0.016314204772235,-1.6894116144392968,1.6186967595751278
986,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,11,-0.9953311860971592,-0.8163221667721862,0.012953957696348566,-1.8848141233581124,1.3472821273427176
987,output__axes__delta_teq,state__Ts,NEMA_combined,delay_line,12,-0.9816944652051613,-0.9210835750950913,0.008953229665324802,-1.9282625337032606,1.2770150475198085
988,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,0,-0.4567896046413943,-0.4058902936428912,0.011559615458352338,-1.435492836737162,1.2773922893368006
989,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,1,-0.5578736293313491,-0.5121516082478252,0.006814999508941448,-1.630017847883862,1.3760853636337584
990,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,2,-0.5944923090756964,-0.5428289283378159,0.006939184199159332,-1.6526549192636864,1.4882933706883377
991,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,3,-0.6535975741987727,-0.5833420017452948,0.008956809340413848,-1.7620137597298637,1.7923325132481678
992,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,4,-0.6650983576402981,-0.5711485533439487,0.011511999137167757,-1.864645708034952,2.2177581043897874
993,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,5,-0.7057286482977955,-0.6098455696135147,0.012069432377278566,-2.145557396728452,2.9574634135685334
994,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,6,-0.687513489821241,-0.5943771082815619,0.014144624681964894,-2.2763609094075092,3.804639748061684
995,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,7,-0.7028343652631198,-0.6337577679121159,0.01264886955772229,-2.5312313146480685,4.91943204893788
996,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,8,-0.666016799704902,-0.6198518637413813,0.013460994743791352,-2.5485704810417475,5.0463853273357175
997,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,9,-0.7376894807220156,-0.6975165941864573,0.012485824471242296,-2.6168068427983675,4.476314938944965
998,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,10,-0.7548668100275294,-0.7133486871691602,0.014419200859953029,-1.9937971945696567,2.624731428941884
999,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,11,-0.8851076345883654,-0.8320452701230299,0.012506167170949349,-1.8378312447268947,1.5191585848485802
1000,output__axes__delta_teq,state__gs,NEMA_combined,delay_line,12,-0.9552180225891113,-0.889407866276555,0.011901815852039374,-1.6426471867680796,0.9177119730440796
1001,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,0,-0.5355987748423797,-0.49067407074883407,0.010175170514697554,-2.0296794259878843,2.3810340729766675
1002,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,1,-0.6444111255253859,-0.612998774676301,0.009326216650004993,-2.185960881690126,2.5844154415994134
1003,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,2,-0.6816105289287471,-0.6449033453424896,0.00956258267613506,-2.145024529063803,2.8011951879854493
1004,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,3,-0.7335711266904108,-0.6815523692143854,0.009945232817326776,-2.281877816048791,3.3709591244097545
1005,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,4,-0.7378900462728791,-0.6612980162256672,0.01165362124846061,-2.4548042334602656,4.348947762087046
1006,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,5,-0.7660810959967338,-0.6852768257035494,0.011877597491080407,-2.762121444181103,5.656318131782139
1007,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,6,-0.7371792684968663,-0.6549998764665642,0.014500445844170363,-2.9339693334458583,7.137508776645135
1008,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,7,-0.7370112013255736,-0.6732146030049647,0.01438753836801475,-3.291290137995529,8.739252064403889
1009,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,8,-0.6762249734213497,-0.6348402277305664,0.0162813845376694,-3.16348734323201,8.313523252756028
1010,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,9,-0.7288717527050094,-0.6851269427491513,0.01450603357740453,-3.023158857167564,6.760023203786801
1011,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,10,-0.7215422926769135,-0.673277402652374,0.016131548239661588,-2.097708584006706,3.648768453129868
1012,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,11,-0.846955456687458,-0.7925004716038676,0.013538694401271313,-1.8722231373055336,2.121189474296764
1013,output__axes__delta_teq,state__Ag,NEMA_combined,delay_line,12,-0.903827138973172,-0.8369582383973106,0.013719602405249127,-1.5365202711649768,1.0807052315780887
1014,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,0,-0.25224314920516444,-0.23110199645121,0.008387128020906014,-1.0391541678316307,1.0360520415673224
1015,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,1,-0.33924595985916806,-0.36223099669980197,0.009541979252987425,-1.286335357477328,1.216078534461742
1016,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,2,-0.3602826323334006,-0.3860390456660282,0.010181006220304715,-1.2519995471290948,1.2417691493154517
1017,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,3,-0.43505068152249504,-0.46143472163465776,0.011014369884410112,-1.4363595590035483,1.4843951988344521
1018,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,4,-0.4478387676196858,-0.4616989120463745,0.012296789383493135,-1.5919933211754258,1.9240706994631445
1019,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,5,-0.5018271057688505,-0.5102581831474639,0.012884457497143979,-1.886436968737332,2.702997864077205
1020,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,6,-0.5065081907075313,-0.5103112355373466,0.012865992730707793,-2.1296813825569414,3.914533880828228
1021,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,7,-0.5506954783065646,-0.540001209431242,0.012383215520227888,-2.438770498471027,5.312914602996517
1022,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,8,-0.5634217081805939,-0.52289323166525,0.013365829319087382,-2.5607305579530637,5.941164427992231
1023,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,9,-0.7090505293716056,-0.58403811932608,0.013351645960323445,-2.60814908464343,5.585124072587624
1024,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,10,-0.846733454852473,-0.5612250788867211,0.016741167689106953,-1.9266389957658603,3.7375534190095254
1025,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,11,-1.1246529971883912,-0.6442753580349809,0.017397179635017027,-1.6352285656295042,2.327451869433204
1026,output__axes__delta_teq,state__Tr,NEMA_combined,delay_line,12,-1.2917308576953788,-0.6257937998579222,0.021221865265755917,-1.3281169311375995,1.2991645367165054
1027,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,0,-0.76882603649127,-0.5587960177058205,0.022716661364319893,-2.6556711928713104,3.293586746327113
1028,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,1,-0.8088710748979976,-0.6212121919098392,0.019396684408682488,-2.4831604352796126,2.8538591768060684
1029,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,2,-0.8475335834509125,-0.6868751890351175,0.017185011724120867,-2.2769415770916166,2.4079858975519093
1030,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,3,-0.9031888967537356,-0.7727194535077755,0.01474506601874153,-2.241389900751396,2.1588869909542288
1031,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,4,-0.9484517578194784,-0.8117916271985187,0.01477059936847622,-2.20761537732984,2.0093860854700103
1032,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,5,-0.9802808093728811,-0.8370332642071506,0.013754823806437706,-2.2389200116394727,2.1467969319522164
1033,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,6,-0.9887089550931359,-0.8299363823476831,0.015348769666284486,-2.2584101086705126,2.482200962896366
1034,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,7,-0.9784015180966082,-0.8073239443311511,0.016972310411970812,-2.363075882829414,2.9610155516877303
1035,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,8,-0.9128674335635406,-0.7610974775448932,0.016158002434808933,-2.3187491510081446,3.3423162666708173
1036,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,9,-0.8692829694523554,-0.7260465179534965,0.014895726923218838,-2.2491972928149075,3.2785047845887596
1037,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,10,-0.745994355259206,-0.6297155105117481,0.015478884080852972,-1.6945947804056392,2.2818083744312174
1038,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,11,-0.7135112026471891,-0.605825208431995,0.016789232468765417,-1.490420473162603,1.580185514203334
1039,output__axes__delta_teq,state__sucrose,NEMA_combined,delay_line,12,-0.687584041802545,-0.6158512411709339,0.017999178261723172,-1.2268338966998695,0.9197508528247316
1040,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,0,-0.05286355691489605,-0.06686099162892509,0.005137855397701083,-0.2418681713432523,0.27392105310853093
1041,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,1,-0.11440296888014037,-0.1539149524284935,0.005452074275629618,-0.48410310926004907,0.35443172143227836
1042,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,2,-0.13945022996003179,-0.1743510168406827,0.006094075131373677,-0.587452571700241,0.6696724143373305
1043,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,3,-0.19661476775602751,-0.23231983676882692,0.007052932428685249,-0.7686539011995881,1.082772174162595
1044,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,4,-0.21051172639550975,-0.2321725796354977,0.00756861287934667,-0.7332072261685335,0.9682274318831158
1045,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,5,-0.24613465770034415,-0.27267800493698574,0.008503511454920095,-0.8104936109264255,0.8350468014264721
1046,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,6,-0.25719877186811485,-0.30024470504371764,0.009782595888073611,-0.8609362162264022,0.8644579157113852
1047,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,7,-0.30943251157806195,-0.3475122303200928,0.011861178344047091,-0.9812727395458449,1.1319288215040468
1048,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,8,-0.33300098673601125,-0.3598396561853013,0.013697027392616948,-1.0534729523778463,1.3738912065249038
1049,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,9,-0.4712917176491012,-0.45773478412645136,0.015743758532694965,-1.2702233815400636,1.4750611994179659
1050,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,10,-0.5707799170281802,-0.5025728903010482,0.017189439213891506,-1.1853978558655807,1.1625166729675667
1051,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,11,-0.8111138845785149,-0.6875101707443303,0.017185530372780193,-1.4193715703750072,0.9218206259445372
1052,output__axes__delta_teq,state__Rd,NEMA_combined,delay_line,12,-0.9035952370888839,-0.7323686948462897,0.01719540831319427,-1.3689726737757018,0.7665096676082956
1053,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,0,-0.13430226505207707,-0.13661492612010523,0.008103979636579156,-0.5505472866246233,0.47540076139103576
1054,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,1,-0.19978807629636905,-0.21991658891287091,0.007221382498279283,-0.7099891245393395,0.4570549364697389
1055,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,2,-0.2267475693785587,-0.2595464725002707,0.008033209406053626,-0.7633701426175351,0.5660112107130221
1056,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,3,-0.32629166151203404,-0.36396409956485376,0.00965731401908674,-1.0060483211288243,0.8956363254322345
1057,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,4,-0.40620444418867885,-0.4482997105365163,0.011045833420779852,-1.144857014611552,0.8730126190684343
1058,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,5,-0.47813497057621923,-0.5115591458350468,0.012363559322298613,-1.3490763783045643,1.240859243678838
1059,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,6,-0.5284747499128087,-0.5515263472169987,0.014766532987705768,-1.3631423479186213,1.0466482674766642
1060,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,7,-0.6250765353900416,-0.6176741568133484,0.016082359745365874,-1.4494197021449322,0.9023481124586256
1061,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,8,-0.7073924374583983,-0.6641233144452079,0.01756243924327422,-1.5730601188235047,0.9061232419581101
1062,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,9,-0.8223819881632914,-0.7212249904385784,0.01712998520146566,-1.7712839037338974,1.0825722937310387
1063,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,10,-0.8711675310416446,-0.7519748602326044,0.0160682092539711,-1.634234884184006,1.1185185706940555
1064,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,11,-0.947397364108004,-0.7789484343388713,0.014251600409282356,-1.633017407486833,0.9918969903705537
1065,output__axes__delta_teq,state__sum_respi,NEMA_combined,delay_line,12,-0.9757791174064494,-0.753355086200127,0.014616941780053655,-1.4736002058922413,0.8591999619225148
1066,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,0,-0.6447011846309636,-0.5070979081738993,0.012759960007402236,-1.9883058633603465,1.9779796983922384
1067,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,1,-0.7609625653096307,-0.6604646355257111,0.012898608199553421,-2.164214766153686,2.02647875314381
1068,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,2,-0.804788480573232,-0.716688629218492,0.012536097413905614,-2.0759595666294453,2.022483328800881
1069,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,3,-0.8542310146631631,-0.7735129363743296,0.011237417057914598,-2.1444324225418683,2.388115140956511
1070,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,4,-0.8591467442581701,-0.7751117559858093,0.010809999367287139,-2.242754310384984,3.0722607719157335
1071,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,5,-0.86411400236449,-0.7830247135601394,0.010484393249909948,-2.4576089651816724,4.183751169352131
1072,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,6,-0.8089916416472756,-0.7366546255883109,0.012019209526911302,-2.6137348726300695,5.484992216509508
1073,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,7,-0.7824171658419973,-0.721966219642567,0.01232318202325747,-2.8947982674665136,6.968141165883729
1074,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,8,-0.7011814237122261,-0.6633337317120749,0.014414806503519506,-2.8202415018368474,7.008486821156494
1075,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,9,-0.7509775297746235,-0.7314079542318381,0.014798432346568616,-2.7325917252979672,6.0875590352243325
1076,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,10,-0.7113179210233751,-0.6803756541251338,0.017370584227301103,-1.888678847449548,3.2918055019547814
1077,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,11,-0.8287873665698773,-0.7905896751323137,0.015291753474656755,-1.7472547205004454,1.8309426381177365
1078,output__axes__delta_teq,state__Photosynthesis,NEMA_combined,delay_line,12,-0.8910137101242976,-0.8414905819148364,0.014957753120069826,-1.5179118564540002,0.8802854952453134
1079,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,0,-0.7305032752846476,-0.7054068968367052,0.013964527992359562,-2.438694063609527,2.372323479823334
1080,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,1,-0.8664647702038322,-0.8634978235222835,0.01035092123888178,-2.7129960729241285,2.674655781846125
1081,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,2,-0.9316717819315268,-0.9334407819985169,0.007753649326441703,-2.6565877047774267,2.7871632274257276
1082,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,3,-0.9894352808448288,-0.989792399785404,0.003032622853124402,-2.684135306846091,3.177355055632284
1083,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,4,-1.0061242147820775,-0.998808478643916,0.001052131215484412,-2.7749601014104814,3.968417464417157
1084,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,5,-0.9938844629885691,-0.9822067217046598,0.004082445299659285,-2.969450323771555,5.2308019797963174
1085,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,6,-0.943360505403874,-0.93164230934184,0.00849685147605286,-3.1820534575704755,6.724570155105516
1086,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,7,-0.8955667656444891,-0.8926556459571318,0.01075290984953521,-3.528669602658584,8.40607728553302
1087,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,8,-0.8004254750810876,-0.8119571558231702,0.014928597510440135,-3.4061439507717033,8.177182259226313
1088,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,9,-0.8085467836061884,-0.8189903003090088,0.01383370616505774,-3.2816710879692104,6.871441954599842
1089,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,10,-0.7759235535926823,-0.7679643371145993,0.015457619853503708,-2.302414526721692,3.7482587001729715
1090,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,11,-0.8842630831645887,-0.8564275578923096,0.011558258680061904,-2.0574435692175657,2.217311343506476
1091,output__axes__delta_teq,state__PARa,NEMA_combined,delay_line,12,-0.9461989621516869,-0.8939138554291925,0.010202045514345304,-1.715244502825667,1.2191009268743231
1092,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,0,-0.5736746387458791,-0.5183853021088063,0.02546297589804383,-13.650598322883074,11.604684761410438
1093,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,1,-0.5909286230490319,-0.551113113475238,0.023542455475713837,-12.513958808720897,10.859566754049863
1094,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,2,-0.615851406754986,-0.5901109716574311,0.021665259325937554,-11.48364108005407,10.991088650286637
1095,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,3,-0.642047988580793,-0.6262176856419306,0.02097372457597143,-11.188976694448709,12.495720993894674
1096,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,4,-0.6530870679101677,-0.6463106755959191,0.020430848895561137,-11.515987705513057,15.01633572418467
1097,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,5,-0.6640808033434534,-0.6610365259651949,0.020108725764065364,-12.4775174169946,19.539483513781537
1098,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,6,-0.6616308174609591,-0.6555757745889507,0.019686876739408207,-13.42414025524192,24.949443649475267
1099,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,7,-0.6543842372051003,-0.6463534663669342,0.018976487071540243,-16.0379545689626,35.963191001012014
1100,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,8,-0.6416981802244116,-0.6271630728562178,0.018508492330934448,-18.442426857606694,43.81809885570254
1101,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,9,-0.6462069390558665,-0.6185856477630124,0.017202629701686768,-21.516453844251146,50.01891029700518
1102,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,10,-0.6656554799827445,-0.6096325708360747,0.015957297875404085,-16.49821829328396,31.330883311705083
1103,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,11,-0.695173274580226,-0.6272167341619819,0.014846540024217742,-15.558076958177661,23.61609332315281
1104,output__axes__sum_respi_shoot,state__An,NEMA_combined,delay_line,12,-0.7171508424839977,-0.6454760267270685,0.014970327945053647,-12.696702992749888,15.455753541844617
1105,output__axes__sum_respi_shoot,state__Transpiration,NEMA_combined,delay_line,0,-0.8291864197027038,-0.7082675194798995,0.017467020119021234,-23.76449157814536,34.41294602392582
