,target_id,reservoir_id,dataset_id,benchmark,lookahead,test_score,train_mean,train_std,cv_mean,cv_std
64,input_air_temperature,state__sum_respi,NEMA_combined,near_future_pred,1,-0.2582123843859931,-0.2237502277214929,0.007565619295220842,-0.9822967102267715,0.7644672875810686
65,input_air_temperature,state__sum_respi,NEMA_combined,near_future_pred,2,-0.4116251012347305,-0.3421474725272092,0.010667740459590609,-1.453812368956214,1.212940321556978
66,input_air_temperature,state__sum_respi,NEMA_combined,near_future_pred,3,-0.6809111217520787,-0.5237987991787023,0.017093889762023886,-1.872587449970359,1.5459503185984023
67,input_air_temperature,state__sum_respi,NEMA_combined,near_future_pred,4,-0.7963681417961256,-0.6564079736629733,0.01771987410432685,-1.8754391987329424,1.4421702207968032
68,input_air_temperature,state__sum_respi,NEMA_combined,near_future_pred,5,-0.8761804863536534,-0.745471253046581,0.01631498519447435,-1.843382659204206,1.3232301708941956
69,input_air_temperature,state__sum_respi,NEMA_combined,near_future_pred,6,-0.9446562573363909,-0.808350698224545,0.014304144928019803,-1.773433277593383,1.130213156446446
70,input_air_temperature,state__Photosynthesis,NEMA_combined,near_future_pred,0,-0.6163487444893326,-0.4172999502072476,0.015250366200449955,-2.129419824457101,3.329371012611882
71,input_air_temperature,state__Photosynthesis,NEMA_combined,near_future_pred,1,-0.5842920545186625,-0.37364887025853954,0.015688620892693968,-2.106552358130837,3.088119605502141
72,input_air_temperature,state__Photosynthesis,NEMA_combined,near_future_pred,2,-0.5953694112757666,-0.40240874999428755,0.01601605139301527,-1.9436057323391769,2.2411219772035054
73,input_air_temperature,state__Photosynthesis,NEMA_combined,near_future_pred,3,-0.6316737937251176,-0.4937023236381294,0.017944066722941215,-2.0576910499535725,2.1403425568007837
74,input_air_temperature,state__Photosynthesis,NEMA_combined,near_future_pred,4,-0.7012457427854086,-0.6309953535359066,0.018252528490821797,-1.9528262362016662,1.508254809958918
75,input_air_temperature,state__Photosynthesis,NEMA_combined,near_future_pred,5,-0.75406039735781,-0.7190833358935342,0.017049737796430018,-1.8774089106376244,1.2668867703140014
76,input_air_temperature,state__Photosynthesis,NEMA_combined,near_future_pred,6,-0.8147353811883331,-0.7922793899219945,0.016057255256644528,-1.8106961564662434,1.071906762211278
77,input_air_temperature,state__PARa,NEMA_combined,near_future_pred,0,-0.7072234808516251,-0.6754369692132505,0.013923189697888973,-2.2824552316500437,1.7102412302254684
