,target_id,reservoir_id,dataset_id,benchmark,narma_n,test_score,train_mean,train_std,cv_mean,cv_std
30,input_Tac,state_Eabs,HydroShoot_large,NARMA,10,-0.8390785711661416,-0.7321170209350141,0.01269714417352277,-0.8287246261486612,0.09434880498832868
31,input_Tac,state_Eabs,HydroShoot_large,NARMA,12,-0.8795896821148479,-0.7618299715625952,0.012160128118195014,-0.8692419385694343,0.1043208980055547
32,input_Tac,state_Eabs,HydroShoot_large,NARMA,18,-0.8960513248300176,-0.7776611880253531,0.01604401797234176,-0.908453299138025,0.11617613649584464
33,input_Tac,state_Eabs,HydroShoot_large,NARMA,20,-0.8828444863268565,-0.7649872984629147,0.016876519423364083,-0.8907474404152008,0.08988514236258091
34,input_Tac,state_Eabs,HydroShoot_large,NARMA,24,-0.8136290970126513,-0.7019582566814302,0.018990551664220843,-0.7955587022909176,0.10029433303061847
35,input_Tac,state_Eabs,HydroShoot_large,NARMA,32,-0.883018047694989,-0.735664257603337,0.021573986917721923,-0.831604725456452,0.11110991136766363
36,input_Tac,state_Eabs,HydroShoot_large,NARMA,40,-0.9028808926864769,-0.7827993895696336,0.023779725390506153,-0.9053471875368115,0.08088082169853485
37,input_Tac,state_Eabs,HydroShoot_large,NARMA,48,-0.8324175489449492,-0.7354682055721836,0.012064585140202179,-0.89750574828169,0.14129437094483138
38,input_Tac,state_Eabs,HydroShoot_large,NARMA,50,-0.8256399816306556,-0.730883310111457,0.01150900094042474,-0.8871619835012279,0.13515792022635195
39,input_Tac,state_Ei,HydroShoot_large,NARMA,2,-0.6177839952976227,-0.5643506546625947,0.012100417519228095,-0.6208262737062503,0.06371872166894638
40,input_Tac,state_Ei,HydroShoot_large,NARMA,4,-0.6492994422262895,-0.5883753298249286,0.011742011524149627,-0.6478277119623823,0.06693593663382424
41,input_Tac,state_Ei,HydroShoot_large,NARMA,6,-0.6999448558777136,-0.6292329650620005,0.011982410236400249,-0.6951651172575117,0.07213300835347496
42,input_Tac,state_Ei,HydroShoot_large,NARMA,8,-0.7761738240616498,-0.6860145431500424,0.01255090241743703,-0.767095762205112,0.0826296605103019
43,input_Tac,state_Ei,HydroShoot_large,NARMA,10,-0.8390785711661416,-0.7321170209350141,0.01269714417352273,-0.8287246261486614,0.09434880498832879
44,input_Tac,state_Ei,HydroShoot_large,NARMA,12,-0.8795896821148479,-0.7618299715625951,0.012160128118194988,-0.8692419385694343,0.10432089800555476
45,input_Tac,state_Ei,HydroShoot_large,NARMA,18,-0.8960513248300176,-0.777661188025353,0.01604401797234184,-0.908453299138025,0.11617613649584474
46,input_Tac,state_Ei,HydroShoot_large,NARMA,20,-0.8828444863268566,-0.7649872984629147,0.016876519423364093,-0.8907474404152008,0.0898851423625808
47,input_Tac,state_Ei,HydroShoot_large,NARMA,24,-0.8136290970126513,-0.7019582566814302,0.018990551664220895,-0.7955587022909177,0.1002943330306186
48,input_Tac,state_Ei,HydroShoot_large,NARMA,32,-0.8830180476949891,-0.7356642576033371,0.021573986917721888,-0.831604725456452,0.1111099113676637
49,input_Tac,state_Ei,HydroShoot_large,NARMA,40,-0.9028808926864768,-0.7827993895696336,0.023779725390506157,-0.9053471875368118,0.08088082169853483
50,input_Tac,state_Ei,HydroShoot_large,NARMA,48,-0.8324175489449492,-0.7354682055721835,0.012064585140202182,-0.8975057482816897,0.14129437094483133
51,input_Tac,state_Ei,HydroShoot_large,NARMA,50,-0.8256399816306556,-0.730883310111457,0.011509000940424697,-0.8871619835012279,0.13515792022635195
52,input_Tac,state_Flux,HydroShoot_large,NARMA,2,-0.3560000622448522,-0.36039910919476076,0.008315302512850923,-0.3991049298174206,0.043884073700511235
53,input_Tac,state_Flux,HydroShoot_large,NARMA,4,-0.3737342361893261,-0.3765202134040372,0.008448569296086504,-0.4168041665842777,0.04833529675972766
54,input_Tac,state_Flux,HydroShoot_large,NARMA,6,-0.4103025701734893,-0.4127643350920649,0.009272240079921862,-0.4588257463218931,0.05742204524144034
55,input_Tac,state_Flux,HydroShoot_large,NARMA,8,-0.4689888050703206,-0.4648338760723588,0.010464516636482096,-0.5226311711956506,0.06926781292677837
56,input_Tac,state_Flux,HydroShoot_large,NARMA,10,-0.5193133046775454,-0.5033576618757654,0.011106412894109317,-0.5725559917519581,0.07801495795704641
57,input_Tac,state_Flux,HydroShoot_large,NARMA,12,-0.5512189355481789,-0.5224967543753618,0.010762493852340913,-0.600377116827738,0.08790627850611064
58,input_Tac,state_Flux,HydroShoot_large,NARMA,18,-0.574346192080314,-0.5507461095263675,0.010290214208747851,-0.6569953024198204,0.085550207346266
59,input_Tac,state_Flux,HydroShoot_large,NARMA,20,-0.5825685198751015,-0.5585396662265275,0.011282318733155564,-0.6564385130041426,0.07101390889347765
60,input_Tac,state_Flux,HydroShoot_large,NARMA,24,-0.496095125643271,-0.5167330255854067,0.011871437250393019,-0.607562620359831,0.06835129336445821
61,input_Tac,state_Flux,HydroShoot_large,NARMA,32,-0.5377614950472247,-0.5403163266604221,0.012160186664738833,-0.6401648276014325,0.0792410030367352
62,input_Tac,state_Flux,HydroShoot_large,NARMA,40,-0.6332834058312651,-0.6063832981083517,0.01332382410376406,-0.7085106713651012,0.06027044415279022
63,input_Tac,state_Flux,HydroShoot_large,NARMA,48,-0.6173912544759274,-0.5696777350626219,0.01531072630292145,-0.7027202994247145,0.12365192209808036
64,input_Tac,state_Flux,HydroShoot_large,NARMA,50,-0.6110898978966455,-0.5642948130347818,0.015448956636757272,-0.6929249734964087,0.1218639389142456
65,input_Tac,state_FluxC,HydroShoot_large,NARMA,2,-0.49279331801936926,-0.4914507419604239,0.014722480131287049,-0.536550843318894,0.0596477659575661
66,input_Tac,state_FluxC,HydroShoot_large,NARMA,4,-0.5225246696599107,-0.5101919421713352,0.015254640609496955,-0.5563287828308524,0.06423170197122495
67,input_Tac,state_FluxC,HydroShoot_large,NARMA,6,-0.573704897976125,-0.5510174964099752,0.0163613385285494,-0.6048101393790265,0.07380088148902648
68,input_Tac,state_FluxC,HydroShoot_large,NARMA,8,-0.640050896950534,-0.6059549584293941,0.016969498183165843,-0.6747287662977144,0.08345557969286238
69,input_Tac,state_FluxC,HydroShoot_large,NARMA,10,-0.6917147447431288,-0.6451567749651571,0.017509635806820783,-0.7273711144704255,0.09082639712577494
70,input_Tac,state_FluxC,HydroShoot_large,NARMA,12,-0.7134811607712012,-0.6559618064051377,0.018845518701405706,-0.7484056038224995,0.10230397438004178
71,input_Tac,state_FluxC,HydroShoot_large,NARMA,18,-0.7146339145064865,-0.6594698207159809,0.016160801833816768,-0.7831213712051426,0.10075408943430361
72,input_Tac,state_FluxC,HydroShoot_large,NARMA,20,-0.7073117221005822,-0.6529319767978015,0.016637796924686133,-0.7783387555349008,0.08663095611665603
73,input_Tac,state_FluxC,HydroShoot_large,NARMA,24,-0.6179098086999365,-0.630013751149255,0.016140938904474454,-0.7416112553108942,0.07144035834996891
74,input_Tac,state_FluxC,HydroShoot_large,NARMA,32,-0.6472123841675023,-0.6538059928907183,0.015611600583455973,-0.770309657863811,0.0769286309390015
75,input_Tac,state_FluxC,HydroShoot_large,NARMA,40,-0.7256840304894328,-0.6799652346070337,0.017231223129706538,-0.8243870824366295,0.0964309556678853
76,input_Tac,state_FluxC,HydroShoot_large,NARMA,48,-0.6885358438302919,-0.6752542274274352,0.0183895544269286,-0.8553788297314492,0.12727054339173044
77,input_Tac,state_FluxC,HydroShoot_large,NARMA,50,-0.6849265058063566,-0.671116368603491,0.018305099791457776,-0.8452800751881991,0.12488343367204464
78,input_Tac,state_Tlc,HydroShoot_large,NARMA,2,-0.12233177061379573,-0.11380679364004112,0.0035720982197087825,-0.1244527214009857,0.018205347159309045
79,input_Tac,state_Tlc,HydroShoot_large,NARMA,4,-0.11594401262418842,-0.10657895449862798,0.0033751149374129084,-0.1175188542170282,0.015545864418229357
80,input_Tac,state_Tlc,HydroShoot_large,NARMA,6,-0.12065768172071682,-0.1118295266209105,0.0035411711640049473,-0.12391099644913631,0.01528537247582496
81,input_Tac,state_Tlc,HydroShoot_large,NARMA,8,-0.1283121562929371,-0.11928813357825511,0.004251542322086264,-0.13394180374953374,0.01783745153666343
82,input_Tac,state_Tlc,HydroShoot_large,NARMA,10,-0.12828736335361143,-0.11547416329906923,0.004978372723900892,-0.1319422423552382,0.01863825405993197
83,input_Tac,state_Tlc,HydroShoot_large,NARMA,12,-0.12900887047271997,-0.1118170714830881,0.005445201261101606,-0.12994045747039434,0.020572414825228844
84,input_Tac,state_Tlc,HydroShoot_large,NARMA,18,-0.16779889262863515,-0.1289152637275016,0.0071739176612112855,-0.1533233421571836,0.02916862130090399
85,input_Tac,state_Tlc,HydroShoot_large,NARMA,20,-0.18219659634230723,-0.14004199545008728,0.007218085410801699,-0.16522655987284196,0.027950564566562083
86,input_Tac,state_Tlc,HydroShoot_large,NARMA,24,-0.15799499478740536,-0.13263318363181723,0.005179029825287008,-0.16264542429560902,0.03557609335461622
87,input_Tac,state_Tlc,HydroShoot_large,NARMA,32,-0.1307798421614499,-0.12194945649611692,0.00477923258354307,-0.1520661115625259,0.031415045625398826
88,input_Tac,state_Tlc,HydroShoot_large,NARMA,40,-0.14171819484480466,-0.12390200981383362,0.0035544124306443473,-0.15542315755354913,0.019347719828027438
89,input_Tac,state_Tlc,HydroShoot_large,NARMA,48,-0.13770293158091484,-0.1320547272697012,0.007328275813042067,-0.16803456228384855,0.04929640398315772
90,input_Tac,state_Tlc,HydroShoot_large,NARMA,50,-0.1335640127093324,-0.12968713332973295,0.006954550117590722,-0.16429156035436648,0.045995368484910565
91,input_Tac,state_gb,HydroShoot_large,NARMA,2,-0.8353811464126739,-0.712927186566257,0.020215514715504895,-0.8293904379898962,0.11714864464900031
92,input_Tac,state_gb,HydroShoot_large,NARMA,4,-0.8171735934134946,-0.6880340763371657,0.02165014463467572,-0.8092544008906654,0.12403071462076098
93,input_Tac,state_gb,HydroShoot_large,NARMA,6,-0.8331346785424915,-0.6895670863596532,0.023294887312491214,-0.8205961035417924,0.13245703361544722
94,input_Tac,state_gb,HydroShoot_large,NARMA,8,-0.8889557900110376,-0.7142335578401589,0.024928373712340406,-0.8634225314008178,0.14625832020937748
95,input_Tac,state_gb,HydroShoot_large,NARMA,10,-0.9344099167980475,-0.7341705659861927,0.02673671282137276,-0.9021414443518244,0.1655533622888327
96,input_Tac,state_gb,HydroShoot_large,NARMA,12,-0.9649986006107726,-0.7430125355141282,0.030019732127673372,-0.9281992005467103,0.19465999842465556
97,input_Tac,state_gb,HydroShoot_large,NARMA,18,-1.0320131772110617,-0.7726811703943465,0.0354335253166951,-0.9966205159475653,0.22421658203512115
98,input_Tac,state_gb,HydroShoot_large,NARMA,20,-1.0470929424470339,-0.7797709063634632,0.038457735919640926,-1.0116870683103962,0.2123099979951695
99,input_Tac,state_gb,HydroShoot_large,NARMA,24,-1.0183547226309506,-0.6983834416073061,0.03953649346741174,-0.8697879769082274,0.11684335217613714
100,input_Tac,state_gb,HydroShoot_large,NARMA,32,-1.0634260550470138,-0.701300904329108,0.039673875716676604,-0.8781583954604354,0.12589714460105467
101,input_Tac,state_gb,HydroShoot_large,NARMA,40,-1.1345122649018287,-0.6780366196011306,0.041239855560726124,-0.8888053550578905,0.12893554413240055
102,input_Tac,state_gb,HydroShoot_large,NARMA,48,-1.0011182157177763,-0.6743157689961397,0.029398800964733747,-0.9033318662739079,0.12584623353394195
103,input_Tac,state_gb,HydroShoot_large,NARMA,50,-0.9929598508689156,-0.6674042756315652,0.02970510217982379,-0.8907414750893177,0.12695484858057818
104,input_Tac,state_gs,HydroShoot_large,NARMA,2,-0.4719808571986526,-0.4792376108432449,0.016917987944913476,-0.5320039589086611,0.06318632119424689
105,input_Tac,state_gs,HydroShoot_large,NARMA,4,-0.49806004286188615,-0.4948505326696059,0.017056734734904214,-0.5479962504241731,0.0671292214043748
106,input_Tac,state_gs,HydroShoot_large,NARMA,6,-0.5435471475102338,-0.5312091244110894,0.01771201871781583,-0.592437284608559,0.07411987921830471
107,input_Tac,state_gs,HydroShoot_large,NARMA,8,-0.5974775812083426,-0.5759301265589923,0.018316385409650682,-0.6535447370570588,0.08350433017070663
108,input_Tac,state_gs,HydroShoot_large,NARMA,10,-0.6430781026289828,-0.6111652372115696,0.01943643349297322,-0.7048248548424131,0.09323623070621652
109,input_Tac,state_gs,HydroShoot_large,NARMA,12,-0.6596850382022184,-0.6094234753671144,0.022430772960745655,-0.7130807222518745,0.11731020335160569
110,input_Tac,state_gs,HydroShoot_large,NARMA,18,-0.6562909087598674,-0.6152657643466555,0.022832799086139898,-0.7537280021229017,0.12541856759025996
111,input_Tac,state_gs,HydroShoot_large,NARMA,20,-0.6525022249896342,-0.6115149117172565,0.02405383428763441,-0.7499576746557286,0.1146010034666574
112,input_Tac,state_gs,HydroShoot_large,NARMA,24,-0.5702788207257801,-0.608072480644817,0.019574350494611956,-0.7326524801826215,0.0789193368327904
113,input_Tac,state_gs,HydroShoot_large,NARMA,32,-0.5628207302530928,-0.6093455451738714,0.018957588946216925,-0.7391377111449653,0.06830779749397611
114,input_Tac,state_gs,HydroShoot_large,NARMA,40,-0.6318646466030274,-0.6383414290008261,0.019408520925108787,-0.7882057892576959,0.07477738198863752
115,input_Tac,state_gs,HydroShoot_large,NARMA,48,-0.633823837907253,-0.6432197356097464,0.016105636652727972,-0.8228165287885645,0.13786184458380132
116,input_Tac,state_gs,HydroShoot_large,NARMA,50,-0.6304754455685114,-0.6399148131279051,0.015823729521313383,-0.8136548469296413,0.1336747629634693
117,input_Tac,state_psi_head,HydroShoot_large,NARMA,2,-0.3404934027787155,-0.32946573651087996,0.0037472540766011154,-0.3641660476327754,0.027696087811760712
118,input_Tac,state_psi_head,HydroShoot_large,NARMA,4,-0.349821263921139,-0.33927717951693614,0.0035012051184756046,-0.375508681727901,0.028677281438876177
119,input_Tac,state_psi_head,HydroShoot_large,NARMA,6,-0.38220055863374613,-0.36813949090493026,0.004060514676559221,-0.40931621137205043,0.03190374071277708
120,input_Tac,state_psi_head,HydroShoot_large,NARMA,8,-0.43713331572448716,-0.41192473301863475,0.004652982245169238,-0.4626295989374481,0.03657469806040645
121,input_Tac,state_psi_head,HydroShoot_large,NARMA,10,-0.4834381163333727,-0.4455473613392177,0.005214527251713326,-0.5050100061609989,0.040303133173937175
122,input_Tac,state_psi_head,HydroShoot_large,NARMA,12,-0.5118371859291433,-0.459625751492214,0.005930320203244072,-0.5273094655524859,0.050970091764461864
123,input_Tac,state_psi_head,HydroShoot_large,NARMA,18,-0.5536657177704906,-0.5033422659022204,0.005331705446501944,-0.605815606096259,0.05758084668983495
124,input_Tac,state_psi_head,HydroShoot_large,NARMA,20,-0.5582401950992486,-0.5066344706114595,0.007886999609095321,-0.6091663410375029,0.04586831335022454
125,input_Tac,state_psi_head,HydroShoot_large,NARMA,24,-0.4977401480582056,-0.4831838633423747,0.01409309761344877,-0.5511414295032131,0.06666081845711233
126,input_Tac,state_psi_head,HydroShoot_large,NARMA,32,-0.5277522914295782,-0.5018554954571305,0.015731677587657453,-0.5744107279887111,0.0849386341325735
127,input_Tac,state_psi_head,HydroShoot_large,NARMA,40,-0.5751413398443195,-0.5406025032414548,0.018570558699635267,-0.6496560439338577,0.0978687214021899
128,input_Tac,state_psi_head,HydroShoot_large,NARMA,48,-0.5944855120984216,-0.49791273781455603,0.032050617550624515,-0.6320564848964902,0.15896071058222813
129,input_Tac,state_psi_head,HydroShoot_large,NARMA,50,-0.5883790458352482,-0.49226025806321055,0.032187653774138604,-0.6234430179582041,0.15731361820454307
130,input_Tac,state_u,HydroShoot_large,NARMA,2,-0.8244907269127216,-0.866082077191934,0.012209710322023257,-0.9246355064264563,0.08422780107458554
131,input_Tac,state_u,HydroShoot_large,NARMA,4,-0.8007362850788197,-0.8475755188941065,0.013433967700410597,-0.9067501689805268,0.08845649733594155
132,input_Tac,state_u,HydroShoot_large,NARMA,6,-0.8058728355774276,-0.85473003598501,0.014063687789445228,-0.9194484120701121,0.09191632617173122
133,input_Tac,state_u,HydroShoot_large,NARMA,8,-0.8440567678013073,-0.8863133001313817,0.014476670834913883,-0.9626766789788934,0.09608283134329543
134,input_Tac,state_u,HydroShoot_large,NARMA,10,-0.8796158304996697,-0.914757492477056,0.014286459646964563,-1.0037514932895975,0.10369147773368696
135,input_Tac,state_u,HydroShoot_large,NARMA,12,-0.9020890962698612,-0.9294406729775204,0.015229378736817572,-1.031436956566618,0.11844375264566738
136,input_Tac,state_u,HydroShoot_large,NARMA,18,-0.9490652202017521,-0.958646791633495,0.012120567667439333,-1.081818096390549,0.11681527406475722
137,input_Tac,state_u,HydroShoot_large,NARMA,20,-0.9583989471301302,-0.9655586865495558,0.010853832580609223,-1.0857441242766266,0.09449507294091455
138,input_Tac,state_u,HydroShoot_large,NARMA,24,-0.9648786555199858,-0.8911296600251596,0.03465791906574067,-0.9767592205320561,0.1084940720240951
139,input_Tac,state_u,HydroShoot_large,NARMA,32,-0.991947286639946,-0.9046775849520088,0.03603966459510533,-0.9940125085104885,0.11717863881748411
140,input_Tac,state_u,HydroShoot_large,NARMA,40,-0.9797099887048492,-0.9080367552304793,0.042909876769259905,-1.0044715979390557,0.14961483752682175
141,input_Tac,state_u,HydroShoot_large,NARMA,48,-0.9550133548394022,-0.8795010076147485,0.03202029861031547,-0.9923208950798713,0.17554207779862788
142,input_Tac,state_u,HydroShoot_large,NARMA,50,-0.9498377073901858,-0.8718514076822806,0.03288971946094746,-0.9799633947898622,0.17412360023184204
143,input_u,state_An,HydroShoot_large,NARMA,2,-0.759144399702804,-0.7045587193419719,0.013091418711883681,-0.7426705839996912,0.06409694926607146
144,input_u,state_An,HydroShoot_large,NARMA,4,-0.8372821610819116,-0.7592872452191476,0.009594141154575528,-0.7953070087316835,0.05040197042168998
145,input_u,state_An,HydroShoot_large,NARMA,6,-0.9094600756889235,-0.8034961426631263,0.006204567801098676,-0.8338205118292039,0.03310865975305146
146,input_u,state_An,HydroShoot_large,NARMA,8,-0.9493810530645369,-0.8492260055696912,0.00507613475496096,-0.8803058320088339,0.029030219636008603
147,input_u,state_An,HydroShoot_large,NARMA,10,-0.9896030014908769,-0.8790679562529663,0.004436157225372041,-0.916685686189607,0.0273351028174058
148,input_u,state_An,HydroShoot_large,NARMA,12,-1.025356351381931,-0.8947680607966675,0.006947872177629946,-0.9318554909185359,0.02734538904453022
149,input_u,state_An,HydroShoot_large,NARMA,18,-1.001727436656007,-0.8967224504058299,0.01277082636838151,-0.9476690351902664,0.07835549387472326
150,input_u,state_An,HydroShoot_large,NARMA,20,-0.9047856213634851,-0.8220739408297548,0.016546329249129126,-0.8689561836895594,0.10175030105743255
151,input_u,state_An,HydroShoot_large,NARMA,24,-0.7791591396900676,-0.6935644858848509,0.01003869173664572,-0.7769227821386671,0.05403392806272428
152,input_u,state_An,HydroShoot_large,NARMA,32,-0.9309470569050514,-0.8264427961340871,0.010164161066854431,-0.9164018177594029,0.06359438040520252
153,input_u,state_An,HydroShoot_large,NARMA,40,-0.9565674672741789,-0.8865147930160708,0.014668319970981123,-0.9777516833980995,0.06055916889390527
154,input_u,state_An,HydroShoot_large,NARMA,48,-0.8678697301509225,-0.7599576409373865,0.010129040081157167,-0.8558723168961709,0.09309902979751385
155,input_u,state_An,HydroShoot_large,NARMA,50,-0.8970882527346444,-0.7759251229210079,0.008366937946302996,-0.8744447121432375,0.07136525410121168
156,input_u,state_E,HydroShoot_large,NARMA,2,-0.7022253955398441,-0.6736752233925778,0.010761290193016823,-0.7051244326700663,0.045331016260476184
157,input_u,state_E,HydroShoot_large,NARMA,4,-0.765860314564311,-0.7266823185104184,0.009358888319694768,-0.7542193655132546,0.03443911668310432
158,input_u,state_E,HydroShoot_large,NARMA,6,-0.8421743717384353,-0.7745789909293338,0.008570533757345815,-0.7988270832271356,0.027871698836463992
159,input_u,state_E,HydroShoot_large,NARMA,8,-0.8947025209237597,-0.8306856948044725,0.007388510872875818,-0.8581841098381044,0.0244327555359754
160,input_u,state_E,HydroShoot_large,NARMA,10,-0.9575959723982279,-0.8762841459689034,0.007649228711316934,-0.911448873540024,0.030074706941950444
161,input_u,state_E,HydroShoot_large,NARMA,12,-1.0138930898906688,-0.9041595283465902,0.01155041207850587,-0.9411039856098753,0.0468391308087684
162,input_u,state_E,HydroShoot_large,NARMA,18,-0.9930876447012696,-0.9068600194965241,0.00781738723888587,-0.957911967598886,0.04317117427311093
163,input_u,state_E,HydroShoot_large,NARMA,20,-0.8861287271619768,-0.8241088978643129,0.010346215373816463,-0.8779414145895679,0.061762073798150595
164,input_u,state_E,HydroShoot_large,NARMA,24,-0.7544045244260583,-0.682115267552873,0.012198938408914473,-0.7500789511989545,0.049907244441176835
165,input_u,state_E,HydroShoot_large,NARMA,32,-0.9103159260336032,-0.8107113501505679,0.013979413245250653,-0.8861236744308616,0.07306993360059813
166,input_u,state_E,HydroShoot_large,NARMA,40,-0.9755554006587257,-0.8970141690709881,0.013342680773761176,-0.9890513073996028,0.06234733335105449
167,input_u,state_E,HydroShoot_large,NARMA,48,-0.8640636065834478,-0.7205271279011087,0.012285308971513496,-0.7993857946781537,0.10255163441973028
168,input_u,state_E,HydroShoot_large,NARMA,50,-0.8850653384313124,-0.7333400128928684,0.011461212710037843,-0.8108761151611921,0.08419792056593389
169,input_u,state_Eabs,HydroShoot_large,NARMA,2,-0.757648462687248,-0.683789166390665,0.013934677069628814,-0.7180648316807015,0.06889787296731838
170,input_u,state_Eabs,HydroShoot_large,NARMA,4,-0.8274529004899867,-0.7485925811122889,0.01069926287935963,-0.7818624607877325,0.05351317186520087
171,input_u,state_Eabs,HydroShoot_large,NARMA,6,-0.8835804507173706,-0.799329181639075,0.008582766723347271,-0.8295463012110421,0.03836218803086483
172,input_u,state_Eabs,HydroShoot_large,NARMA,8,-0.9190265317823044,-0.8463191735728671,0.00793600401820922,-0.8789857166592665,0.03096262663028469
173,input_u,state_Eabs,HydroShoot_large,NARMA,10,-0.9562800963778403,-0.893420378033994,0.00960153468125272,-0.9264279548629029,0.03565661541944776
174,input_u,state_Eabs,HydroShoot_large,NARMA,12,-1.0007950107598147,-0.9124698171922745,0.013803630621711296,-0.9460301337787836,0.047328181101777736
175,input_u,state_Eabs,HydroShoot_large,NARMA,18,-1.0102654195736087,-0.9002221012549846,0.009382183765390439,-0.9541997262060594,0.07177101681843039
176,input_u,state_Eabs,HydroShoot_large,NARMA,20,-0.8973767532326796,-0.826824242433724,0.01156332400940387,-0.8747314301464039,0.07980534245921911
177,input_u,state_Eabs,HydroShoot_large,NARMA,24,-0.7798674434981038,-0.6929299278392165,0.00626907779884409,-0.7609984488259544,0.03610780801711172
178,input_u,state_Eabs,HydroShoot_large,NARMA,32,-0.907216131211021,-0.8270664459651199,0.00967487324005152,-0.9031215382093505,0.06767629619535347
179,input_u,state_Eabs,HydroShoot_large,NARMA,40,-0.9888612325611548,-0.8891958549446413,0.021061988654733795,-1.0268005752156317,0.04771797709341197
