time,Tac,u,hs,Rg
2012-10-05 21:00:00,17.25,0.228,79.2,0.0
2012-10-05 22:00:00,17.31,0.293,73.6,0.0
2012-10-05 23:00:00,17.24,0.524,73.0,0.0
2012-10-06 00:00:00,16.57,0.338,78.6,0.0
2012-10-06 01:00:00,16.31,0.326,79.6,0.0
2012-10-06 02:00:00,16.11,0.284,79.5,0.0
2012-10-06 03:00:00,16.04,0.159,79.9,0.0
2012-10-06 04:00:00,16.17,0.221,80.9,0.0
2012-10-06 05:00:00,16.04,0.193,79.1,0.0
2012-10-06 06:00:00,16.31,0.279,79.8,0.9722222222
2012-10-06 07:00:00,16.99,0.355,77.2,73.2222222222
2012-10-06 08:00:00,19.14,0.575,68.89,213.6111111111
2012-10-06 09:00:00,20.76,0.766,62.86,378.6111111111
2012-10-06 10:00:00,21.68,1.028,56.13,497.5
2012-10-06 11:00:00,21.06,0.958,58.69,335.5555555556
2012-10-06 12:00:00,22.21,1.349,49.89,483.3333333333
2012-10-06 13:00:00,22.13,1.142,50.83,332.7777777778
2012-10-06 14:00:00,22.34,1.485,57.53,313.8888888889
2012-10-06 15:00:00,20.72,1.646,57.2,196.3888888889
2012-10-06 16:00:00,19.78,1.038,61.34,103.1666666667
2012-10-06 17:00:00,19.32,0.992,68.19,33.6944444444
2012-10-06 18:00:00,18.51,0.644,71.8,0.0
2012-10-06 19:00:00,18.46,0.164,71.4,0.0
2012-10-06 20:00:00,18.05,0.215,77.5,0.0
2012-10-06 21:00:00,17.44,0.213,79.9,0.0
2012-10-06 22:00:00,17.18,0.193,80.2,0.0
2012-10-06 23:00:00,16.91,0.139,79.8,0.0
2012-10-07 00:00:00,16.85,0.384,79.7,0.0
2012-10-07 01:00:00,16.58,0.411,79.8,0.0
2012-10-07 02:00:00,16.24,0.003,79.5,0.0
2012-10-07 03:00:00,16.17,0.003,80.0,0.0
2012-10-07 04:00:00,16.24,0.0,80.5,0.0
2012-10-07 05:00:00,16.31,0.004,80.9,0.0
2012-10-07 06:00:00,16.24,0.001,82.5,0.0
2012-10-07 07:00:00,16.99,0.009,79.6,42.8055555556
2012-10-07 08:00:00,18.87,0.59,68.56,149.4166666667
2012-10-07 09:00:00,20.9,1.31,59.34,187.4166666667
2012-10-07 10:00:00,21.08,1.453,59.32,142.75
2012-10-07 11:00:00,23.11,1.904,61.22,252.7777777778
2012-10-07 12:00:00,25.12,2.1,49.15,432.7777777778
2012-10-07 13:00:00,25.03,2.42,48.39,411.1111111111
2012-10-07 14:00:00,25.17,2.313,50.41,251.1111111111
2012-10-07 15:00:00,23.68,2.388,50.01,231.6666666667
2012-10-07 16:00:00,23.28,1.75,49.48,115.4444444444
2012-10-07 17:00:00,22.82,1.457,50.23,46.0833333333
2012-10-07 18:00:00,21.47,1.544,60.99,0.6166666667
2012-10-07 19:00:00,20.81,1.54,58.91,0.0
2012-10-07 20:00:00,20.34,1.055,61.15,0.0
2012-10-07 21:00:00,19.93,1.168,61.76,0.0
2012-10-07 22:00:00,20.68,1.124,59.26,0.0
2012-10-07 23:00:00,20.68,1.52,56.82,0.0
2012-10-08 00:00:00,19.33,0.975,63.66,0.0
2012-10-08 01:00:00,17.92,0.385,70.9,0.0
2012-10-08 02:00:00,17.65,0.218,71.7,0.0
2012-10-08 03:00:00,16.77,0.277,77.0,0.0
2012-10-08 04:00:00,16.04,0.212,78.9,0.0
2012-10-08 05:00:00,15.9,0.244,81.0,0.0
2012-10-08 06:00:00,15.5,0.158,81.2,1.4138888889
2012-10-08 07:00:00,19.02,0.466,69.05,113.9722222222
2012-10-08 08:00:00,21.03,0.693,61.51,197.5
2012-10-08 09:00:00,21.49,0.337,59.66,144.8888888889
2012-10-08 10:00:00,21.28,0.473,61.49,125.75
2012-10-08 11:00:00,23.04,0.503,57.75,295.8333333333
2012-10-08 12:00:00,23.69,0.997,54.22,465.0
2012-10-08 13:00:00,24.35,1.328,61.78,424.1666666667
2012-10-08 14:00:00,24.68,1.302,59.88,403.6111111111
2012-10-08 15:00:00,23.94,1.377,58.19,312.5
2012-10-08 16:00:00,22.26,1.255,59.62,107.6388888889
2012-10-08 17:00:00,22.0,0.654,61.32,46.1944444444
2012-10-08 18:00:00,20.73,0.131,66.41,0.0
2012-10-08 19:00:00,19.45,0.215,73.9,0.0
2012-10-08 20:00:00,19.06,0.157,77.7,0.0
2012-10-08 21:00:00,19.0,0.095,75.9,0.0
2012-10-08 22:00:00,18.53,0.174,79.0,0.0
2012-10-08 23:00:00,18.32,0.324,79.3,0.0
2012-10-09 00:00:00,18.26,0.306,79.3,0.0
2012-10-09 01:00:00,17.31,0.281,80.3,0.0
2012-10-09 02:00:00,16.85,0.203,80.9,0.0
2012-10-09 03:00:00,16.78,0.132,81.8,0.0
2012-10-09 04:00:00,18.89,0.509,71.9,0.0
2012-10-09 05:00:00,19.63,0.887,61.59,0.0
2012-10-09 06:00:00,20.02,1.848,57.92,2.3611111111
2012-10-09 07:00:00,20.89,2.41,56.29,105.5
2012-10-09 08:00:00,22.1,2.74,52.41,289.7222222222
2012-10-09 09:00:00,23.38,2.461,45.36,424.4444444444
2012-10-09 10:00:00,24.85,1.952,51.38,316.1111111111
2012-10-09 11:00:00,26.72,1.882,42.36,628.3333333333
2012-10-09 12:00:00,27.58,1.962,39.71,632.2222222222
2012-10-09 13:00:00,27.43,2.491,38.35,621.3888888889
2012-10-09 14:00:00,26.49,2.524,42.89,262.7777777778
2012-10-09 15:00:00,25.89,2.735,41.33,289.4444444444
2012-10-09 16:00:00,26.04,2.248,43.44,142.6944444444
2012-10-09 17:00:00,23.27,1.451,46.96,58.3055555556
2012-10-09 18:00:00,21.6,0.81,52.6,0.0
2012-10-09 19:00:00,20.73,0.706,54.03,0.0
2012-10-09 20:00:00,19.45,0.531,61.76,0.0
2012-10-09 21:00:00,18.86,0.441,62.18,0.0
2012-10-09 22:00:00,17.78,0.568,64.35,0.0
2012-10-09 23:00:00,17.51,0.412,65.24,0.0
2012-10-10 00:00:00,16.38,0.204,70.0,0.0
2012-10-10 01:00:00,16.38,0.323,71.7,0.0
2012-10-10 02:00:00,16.17,0.06,71.2,0.0
2012-10-10 03:00:00,17.19,0.083,67.56,0.0
2012-10-10 04:00:00,16.72,0.655,65.05,0.0
2012-10-10 05:00:00,16.78,0.739,69.32,0.0
2012-10-10 06:00:00,15.84,0.467,71.0,0.0
2012-10-10 07:00:00,18.55,0.533,61.26,77.8611111111
2012-10-10 08:00:00,21.85,1.538,59.14,251.9444444444
2012-10-10 09:00:00,23.66,1.67,51.33,415.8333333333
2012-10-10 10:00:00,25.8,1.138,35.07,451.9444444444
2012-10-10 11:00:00,25.78,1.572,34.44,606.1111111111
2012-10-10 12:00:00,25.62,1.586,28.48,600.2777777778
2012-10-10 13:00:00,26.97,1.875,31.05,601.1111111111
2012-10-10 14:00:00,27.5,1.375,31.32,481.1111111111
2012-10-10 15:00:00,27.23,0.934,32.4,356.3888888889
2012-10-10 16:00:00,26.29,1.138,34.84,151.5555555556
2012-10-10 17:00:00,23.81,1.378,43.78,39.7222222222
2012-10-10 18:00:00,21.26,1.396,46.77,0.0
2012-10-10 19:00:00,20.19,1.038,49.56,0.0
2012-10-10 20:00:00,18.78,0.36,54.72,0.0
2012-10-10 21:00:00,17.92,0.258,60.22,0.0
2012-10-10 22:00:00,17.65,0.283,62.73,0.0
2012-10-10 23:00:00,17.52,0.266,64.23,0.0
2012-10-11 00:00:00,17.73,0.36,63.48,0.0
2012-10-11 01:00:00,17.59,0.566,63.75,0.0
2012-10-11 02:00:00,17.72,0.398,63.75,0.0
2012-10-11 03:00:00,17.45,0.311,68.29,0.0
2012-10-11 04:00:00,17.25,0.237,65.04,0.0
2012-10-11 05:00:00,17.25,0.196,69.58,0.0
2012-10-11 06:00:00,16.91,0.135,69.65,0.0
2012-10-11 07:00:00,17.19,0.133,70.1,34.2222222222
2012-10-11 08:00:00,18.4,0.135,63.41,97.1666666667
2012-10-11 09:00:00,19.81,0.302,55.0,187.0
2012-10-11 10:00:00,20.81,1.059,50.11,342.5
2012-10-11 11:00:00,23.09,1.3,51.58,557.7777777778
2012-10-11 12:00:00,23.88,1.193,47.44,623.8888888889
2012-10-11 13:00:00,24.35,0.967,46.02,468.6111111111
2012-10-11 14:00:00,22.99,1.072,47.09,394.7222222222
2012-10-11 15:00:00,21.58,1.312,53.8,174.9722222222
2012-10-11 16:00:00,20.18,1.754,62.41,64.5277777778
2012-10-11 17:00:00,19.58,1.272,70.4,16.6333333333
2012-10-11 18:00:00,19.86,0.848,71.4,0.0
2012-10-11 19:00:00,19.05,0.792,70.0,0.0
2012-10-11 20:00:00,17.92,0.284,76.0,0.0
2012-10-11 21:00:00,17.38,0.274,73.0,0.0
2012-10-11 22:00:00,17.11,1.248,71.9,0.0
2012-10-11 23:00:00,16.78,0.745,71.3,0.0
2012-10-12 00:00:00,16.72,0.665,69.93,0.0
2012-10-12 01:00:00,16.58,0.886,68.85,0.0
2012-10-12 02:00:00,16.31,0.769,64.24,0.0
2012-10-12 03:00:00,17.19,1.563,61.8,0.0
2012-10-12 04:00:00,17.46,1.63,54.61,0.0
2012-10-12 05:00:00,16.78,1.087,57.26,0.0
2012-10-12 06:00:00,16.65,1.593,56.44,0.0
2012-10-12 07:00:00,17.33,2.226,49.47,23.6666666667
2012-10-12 08:00:00,17.32,2.138,50.13,91.4166666667
2012-10-12 09:00:00,19.27,2.399,49.18,252.5
2012-10-12 10:00:00,19.4,2.627,49.17,318.0555555556
2012-10-12 11:00:00,20.95,2.83,42.66,606.1111111111
2012-10-12 12:00:00,21.74,3.01,34.52,599.1666666667
2012-10-12 13:00:00,22.07,2.578,31.2,615.0
2012-10-12 14:00:00,21.93,2.597,32.15,522.7777777778
2012-10-12 15:00:00,21.05,2.797,30.05,382.7777777778
2012-10-12 16:00:00,20.11,2.706,32.76,215.8333333333
2012-10-12 17:00:00,18.09,2.698,36.29,50.2777777778
2012-10-12 18:00:00,17.03,2.138,35.22,0.0
2012-10-12 19:00:00,15.42,1.712,35.23,0.0
2012-10-12 20:00:00,15.23,1.131,41.06,0.0
2012-10-12 21:00:00,13.41,0.848,43.1,0.0
2012-10-12 22:00:00,12.53,0.688,46.77,0.0
2012-10-12 23:00:00,10.58,0.295,56.95,0.0
2012-10-13 00:00:00,10.25,0.338,55.94,0.0
2012-10-13 01:00:00,9.64,0.465,57.03,0.0
2012-10-13 02:00:00,8.7,0.328,61.32,0.0
2012-10-13 03:00:00,7.75,0.036,68.65,0.0
2012-10-13 04:00:00,7.21,0.141,70.1,0.0
2012-10-13 05:00:00,6.882,0.222,71.1,0.0
2012-10-13 06:00:00,7.29,0.392,67.04,0.0
2012-10-13 07:00:00,8.92,0.52,63.64,54.0833333333
2012-10-13 08:00:00,11.21,0.548,53.65,189.6944444444
2012-10-13 09:00:00,15.33,1.277,33.36,424.7222222222
2012-10-13 10:00:00,17.53,1.565,25.21,458.8888888889
2012-10-13 11:00:00,19.88,1.316,24.39,630.5555555556
2012-10-13 12:00:00,20.06,1.263,20.11,650.5555555556
2012-10-13 13:00:00,21.33,1.54,24.03,608.8888888889
2012-10-13 14:00:00,21.46,2.295,30.46,486.3888888889
2012-10-13 15:00:00,21.39,2.288,31.27,350.8333333333
2012-10-13 16:00:00,20.25,2.077,28.3,195.8333333333
2012-10-13 17:00:00,17.29,2.208,29.52,44.4166666667
2012-10-13 18:00:00,15.95,1.766,33.06,0.0
2012-10-13 19:00:00,15.29,1.41,36.25,0.0
2012-10-13 20:00:00,14.48,1.15,39.98,0.0
2012-10-13 21:00:00,14.01,1.071,43.64,0.0
2012-10-13 22:00:00,13.01,0.417,48.33,0.0
2012-10-13 23:00:00,12.13,0.219,54.36,0.0
2012-10-14 00:00:00,10.85,0.095,60.14,0.0
2012-10-14 01:00:00,9.97,0.132,63.94,0.0
2012-10-14 02:00:00,9.43,0.124,67.2,0.0
2012-10-14 03:00:00,9.11,0.093,71.1,0.0
2012-10-14 04:00:00,9.04,0.139,72.0,0.0
2012-10-14 05:00:00,8.23,0.238,72.2,0.0
2012-10-14 06:00:00,7.69,0.162,75.8,0.0
2012-10-14 07:00:00,9.45,0.153,69.12,71.4722222222
2012-10-14 08:00:00,13.91,0.298,52.01,226.9444444444
2012-10-14 09:00:00,16.54,0.387,52.47,276.6666666667
2012-10-14 10:00:00,17.4,0.935,50.15,434.7222222222
2012-10-14 11:00:00,16.43,1.245,50.8,361.3888888889
2012-10-14 12:00:00,17.78,1.02,51.88,308.3333333333
2012-10-14 13:00:00,18.85,0.993,52.22,265.5555555556
2012-10-14 14:00:00,18.98,1.045,55.53,255.0
2012-10-14 15:00:00,18.85,0.95,51.94,235.5555555556
2012-10-14 16:00:00,17.83,1.234,53.77,119.5555555556
2012-10-14 17:00:00,17.78,1.259,50.93,16.3083333333
2012-10-14 18:00:00,16.97,1.855,51.21,0.0
2012-10-14 19:00:00,15.55,1.603,49.59,0.0
2012-10-14 20:00:00,13.4,2.61,69.73,0.0
2012-10-14 21:00:00,12.46,1.426,72.7,0.0
2012-10-14 22:00:00,12.26,1.186,70.4,0.0
2012-10-14 23:00:00,11.92,0.811,69.95,0.0
2012-10-15 00:00:00,12.06,1.048,69.95,0.0
2012-10-15 01:00:00,12.47,1.495,59.45,0.0
2012-10-15 02:00:00,11.86,1.256,60.74,0.0
2012-10-15 03:00:00,11.52,1.348,57.48,0.0
2012-10-15 04:00:00,11.53,1.485,54.17,0.0
2012-10-15 05:00:00,11.06,1.867,55.74,0.0
2012-10-15 06:00:00,10.72,1.231,54.45,0.0
2012-10-15 07:00:00,11.2,1.439,51.26,57.2222222222
2012-10-15 08:00:00,12.82,1.641,45.5,238.0555555556
2012-10-15 09:00:00,14.64,1.127,35.11,411.6666666667
2012-10-15 10:00:00,16.85,1.455,24.94,457.5
2012-10-15 11:00:00,17.24,2.479,25.4,632.2222222222
2012-10-15 12:00:00,17.03,2.65,21.81,658.0555555556
2012-10-15 13:00:00,17.15,3.485,20.79,623.3333333333
2012-10-15 14:00:00,17.9,3.179,20.79,529.7222222222
2012-10-15 15:00:00,17.97,2.918,22.89,389.4444444444
2012-10-15 16:00:00,17.08,2.82,27.15,210.5555555556
2012-10-15 17:00:00,14.53,2.404,30.07,43.4444444444
2012-10-15 18:00:00,13.87,1.883,36.59,0.0
2012-10-15 19:00:00,12.66,2.031,37.89,0.0
2012-10-15 20:00:00,12.6,1.489,39.59,0.0
2012-10-15 21:00:00,12.4,1.91,40.47,0.0
2012-10-15 22:00:00,11.13,1.197,46.45,0.0
2012-10-15 23:00:00,10.52,0.833,49.91,0.0
2012-10-16 00:00:00,10.38,1.121,52.21,0.0
2012-10-16 01:00:00,9.5,0.88,49.97,0.0
2012-10-16 02:00:00,8.75,0.931,53.36,0.0
2012-10-16 03:00:00,8.57,0.413,60.57,0.0
2012-10-16 04:00:00,6.939,0.235,64.37,0.0
2012-10-16 05:00:00,6.334,0.394,69.67,0.0
2012-10-16 06:00:00,5.936,0.312,71.4,0.0
2012-10-16 07:00:00,8.24,0.195,62.83,54.2777777778
2012-10-16 08:00:00,12.64,0.351,47.35,211.6666666667
2012-10-16 09:00:00,14.31,0.718,42.45,378.0555555556
2012-10-16 10:00:00,16.59,1.414,45.07,430.2777777778
2012-10-16 11:00:00,16.56,1.677,42.14,540.8333333333
2012-10-16 12:00:00,17.84,1.734,46.32,480.0
2012-10-16 13:00:00,20.74,1.885,36.09,554.4444444444
2012-10-16 14:00:00,19.37,1.817,46.1,414.1666666667
2012-10-16 15:00:00,17.29,2.133,50.38,255.5555555556
2012-10-16 16:00:00,16.88,1.786,53.83,172.7777777778
2012-10-16 17:00:00,15.81,1.441,64.28,27.7777777778
2012-10-16 18:00:00,15.01,0.224,70.9,0.0
2012-10-16 19:00:00,14.14,0.081,72.0,0.0
2012-10-16 20:00:00,13.54,0.269,75.9,0.0
2012-10-16 21:00:00,13.21,0.472,72.4,0.0
2012-10-16 22:00:00,13.01,0.534,73.6,0.0
2012-10-16 23:00:00,13.01,0.484,77.3,0.0
2012-10-17 00:00:00,13.55,0.807,73.5,0.0
2012-10-17 01:00:00,13.62,0.989,73.2,0.0
2012-10-17 02:00:00,14.02,0.936,75.2,0.0
2012-10-17 03:00:00,14.76,0.99,76.8,0.0
2012-10-17 04:00:00,15.63,0.924,78.6,0.0
2012-10-17 05:00:00,17.46,1.164,74.3,0.0
2012-10-17 06:00:00,17.86,1.658,72.4,0.0
2012-10-17 07:00:00,18.33,1.592,69.5,6.1388888889
2012-10-17 08:00:00,18.73,2.406,69.43,26.3888888889
2012-10-17 09:00:00,19.0,3.074,69.03,66.8055555556
2012-10-17 10:00:00,18.93,2.877,68.68,78.1666666667
2012-10-17 11:00:00,19.4,3.353,65.83,122.4722222222
2012-10-17 12:00:00,20.95,3.204,60.27,328.0555555556
2012-10-17 13:00:00,20.25,3.689,60.93,503.8888888889
2012-10-17 14:00:00,19.58,3.116,69.12,181.5555555556
2012-10-17 15:00:00,19.39,2.87,68.46,62.6666666667
2012-10-17 16:00:00,18.91,2.353,70.3,29.8611111111
2012-10-17 17:00:00,18.79,2.756,70.8,12.4888888889
2012-10-17 18:00:00,18.59,3.162,72.5,0.0
2012-10-17 19:00:00,18.59,2.474,78.0,0.0
2012-10-17 20:00:00,18.19,2.989,77.6,0.0
2012-10-17 21:00:00,18.32,2.961,72.5,0.0
2012-10-17 22:00:00,18.12,2.91,72.3,0.0
2012-10-17 23:00:00,17.85,3.3,72.1,0.0
2012-10-18 00:00:00,17.71,2.951,75.0,0.0
2012-10-18 01:00:00,17.85,2.633,72.1,0.0
2012-10-18 02:00:00,17.71,2.822,70.4,0.0
2012-10-18 03:00:00,17.85,2.676,71.1,0.0
2012-10-18 04:00:00,17.71,2.856,71.4,0.0
2012-10-18 05:00:00,17.65,2.635,72.8,0.7944444444
2012-10-18 06:00:00,17.78,2.814,71.9,0.4194444444
2012-10-18 07:00:00,17.85,3.054,70.4,6.6666666667
2012-10-18 08:00:00,18.12,2.453,68.48,17.8361111111
2012-10-18 09:00:00,18.19,2.459,67.26,20.6944444444
2012-10-18 10:00:00,18.66,2.741,61.57,49.9444444444
2012-10-18 11:00:00,19.67,2.915,57.71,241.9444444444
2012-10-18 12:00:00,20.2,2.975,54.04,364.1666666667
2012-10-18 13:00:00,20.88,3.465,48.96,368.6111111111
2012-10-18 14:00:00,21.47,3.656,52.47,374.4444444444
2012-10-18 15:00:00,21.2,3.376,53.42,203.0555555556
2012-10-18 16:00:00,20.67,2.755,57.35,88.9444444444
2012-10-18 17:00:00,19.18,2.643,56.34,27.9444444444
2012-10-18 18:00:00,18.85,1.8,60.95,0.0
2012-10-18 19:00:00,18.79,1.73,61.16,0.0
2012-10-18 20:00:00,18.39,1.352,60.83,0.0
2012-10-18 21:00:00,18.19,1.648,61.17,0.0
2012-10-18 22:00:00,16.97,0.693,65.71,0.0
2012-10-18 23:00:00,17.18,0.427,62.87,0.0
2012-10-19 00:00:00,17.59,0.718,56.44,0.0
2012-10-19 01:00:00,16.84,0.447,59.96,0.0
2012-10-19 02:00:00,17.46,0.845,55.49,0.0
2012-10-19 03:00:00,16.57,0.287,59.42,0.0
2012-10-19 04:00:00,16.37,0.248,62.13,0.0
2012-10-19 05:00:00,16.65,0.169,60.64,0.0
2012-10-19 06:00:00,16.71,0.598,57.12,0.0
2012-10-19 07:00:00,17.32,0.606,53.59,36.8333333333
2012-10-19 08:00:00,17.65,0.634,53.31,83.5833333333
2012-10-19 09:00:00,17.98,0.616,52.16,65.75
2012-10-19 10:00:00,19.27,1.575,57.51,87.9166666667
2012-10-19 11:00:00,19.94,2.201,57.57,66.5
2012-10-19 12:00:00,19.87,2.75,59.73,84.0
2012-10-19 13:00:00,19.73,3.089,59.46,45.0277777778
2012-10-19 14:00:00,19.8,2.922,60.0,47.0833333333
2012-10-19 15:00:00,19.79,3.341,60.94,121.6944444444
2012-10-19 16:00:00,19.59,3.168,62.71,43.4722222222
2012-10-19 17:00:00,19.59,2.539,64.54,1.2361111111
2012-10-19 18:00:00,19.66,2.58,64.47,0.0
2012-10-19 19:00:00,19.6,2.737,63.46,0.0
2012-10-19 20:00:00,19.67,2.868,61.16,0.0
2012-10-19 21:00:00,19.53,2.795,61.23,0.0
2012-10-19 22:00:00,19.6,2.789,62.78,0.0
2012-10-19 23:00:00,19.46,2.487,61.97,0.0
2012-10-20 00:00:00,19.26,2.257,63.06,0.0
2012-10-20 01:00:00,20.14,2.536,61.43,0.0
2012-10-20 02:00:00,19.26,2.816,61.09,0.0
2012-10-20 03:00:00,19.46,2.803,59.67,0.0
2012-10-20 04:00:00,19.26,2.504,62.99,0.0
2012-10-20 05:00:00,19.19,2.019,58.79,0.0
2012-10-20 06:00:00,19.19,1.438,58.31,0.0
2012-10-20 07:00:00,19.8,0.825,60.28,5.5388888889
2012-10-20 08:00:00,19.33,0.678,53.78,49.7222222222
2012-10-20 09:00:00,19.13,0.892,61.9,65.1111111111
2012-10-20 10:00:00,18.86,0.597,67.05,64.9166666667
2012-10-20 11:00:00,19.14,1.333,68.28,73.0555555556
2012-10-20 12:00:00,20.48,1.529,61.16,187.8888888889
2012-10-20 13:00:00,20.74,1.607,57.83,114.6111111111
2012-10-20 14:00:00,20.67,1.567,59.32,81.0277777778
2012-10-20 15:00:00,20.88,1.471,59.05,102.2777777778
2012-10-20 16:00:00,20.54,1.256,60.2,77.1111111111
2012-10-20 17:00:00,20.06,1.109,59.86,12.3361111111
2012-10-20 18:00:00,19.73,1.122,61.62,0.0
2012-10-20 19:00:00,19.8,1.557,59.53,0.0
2012-10-20 20:00:00,19.73,1.254,59.53,0.0
2012-10-20 21:00:00,19.8,0.804,59.4,0.0
2012-10-20 22:00:00,20.34,1.244,55.19,0.0
2012-10-20 23:00:00,19.93,0.549,51.67,0.0
2012-10-21 00:00:00,19.8,0.422,53.71,0.0
2012-10-21 01:00:00,19.74,0.648,56.62,0.0
2012-10-21 02:00:00,19.4,0.616,59.06,0.0
2012-10-21 03:00:00,18.72,0.11,61.63,0.0
2012-10-21 04:00:00,18.99,0.436,61.09,0.0
2012-10-21 05:00:00,19.07,1.03,63.47,0.0
2012-10-21 06:00:00,18.05,0.792,69.03,0.0
2012-10-21 07:00:00,18.46,0.645,66.99,10.0222222222
2012-10-21 08:00:00,18.59,1.364,67.06,27.1388888889
2012-10-21 09:00:00,19.68,1.199,62.79,47.2777777778
2012-10-21 10:00:00,20.14,2.432,61.23,96.6944444444
2012-10-22 10:00:00,19.27,1.073,65.64,31.0277777778
2012-10-22 11:00:00,20.33,0.807,59.04,541.6666666667
2012-10-22 12:00:00,20.99,1.045,57.47,552.2222222222
2012-10-22 13:00:00,23.2,1.004,55.56,551.3888888889
2012-10-22 14:00:00,21.92,0.993,48.45,394.1666666667
2012-10-22 15:00:00,22.93,0.921,56.77,320.8333333333
2012-10-22 16:00:00,21.04,1.012,57.25,172.6944444444
2012-10-22 17:00:00,19.36,0.506,64.17,27.3333333333
2012-10-22 18:00:00,18.17,0.389,69.61,0.0
2012-10-22 19:00:00,17.98,0.425,72.8,0.0
2012-10-22 20:00:00,17.44,0.708,77.9,0.0
2012-10-22 21:00:00,17.24,0.447,80.2,0.0
2012-10-22 22:00:00,17.45,0.275,83.7,0.0
2012-10-22 23:00:00,16.91,0.43,82.2,0.0
2012-10-23 00:00:00,17.65,0.468,81.0,0.0
2012-10-23 01:00:00,17.11,0.564,87.2,0.0
2012-10-23 02:00:00,16.57,0.216,84.4,0.0
2012-10-23 03:00:00,17.39,0.039,81.8,0.0
2012-10-23 04:00:00,16.71,0.001,86.7,0.0
2012-10-23 09:00:00,18.87,0.012,69.23,215.0
2012-10-23 10:00:00,20.42,0.028,60.21,349.4444444444
2012-10-23 11:00:00,21.0,0.673,61.07,381.3888888889
2012-10-23 12:00:00,21.8,1.079,57.13,473.8888888889
2012-10-23 13:00:00,22.53,1.092,57.52,499.4444444444
2012-10-23 14:00:00,23.27,1.121,52.64,455.0
2012-10-23 15:00:00,21.78,1.344,60.9,258.0555555556
2012-10-23 16:00:00,20.5,1.317,65.58,126.0
2012-10-23 17:00:00,18.02,0.908,72.7,14.8638888889
2012-10-23 18:00:00,17.16,0.146,78.1,0.0
2012-10-23 19:00:00,17.1,0.126,79.1,0.0
2012-10-23 20:00:00,16.9,0.405,79.3,0.0
2012-10-23 21:00:00,16.71,0.132,83.9,0.0
2012-10-23 22:00:00,16.17,0.116,81.4,0.0
2012-10-23 23:00:00,16.24,0.017,78.6,0.0
2012-10-24 00:00:00,15.56,0.0,80.4,0.0
2012-10-24 01:00:00,14.55,0.011,82.7,0.0
2012-10-24 02:00:00,14.08,0.003,84.2,0.0
2012-10-24 03:00:00,13.68,0.001,86.4,0.0
2012-10-24 04:00:00,13.82,0.008,87.8,0.0
2012-10-24 05:00:00,12.94,0.001,86.9,0.0
2012-10-24 06:00:00,12.8,0.0,86.4,0.0
2012-10-24 07:00:00,13.55,0.002,87.2,22.2777777778
2012-10-24 08:00:00,14.84,0.005,85.7,99.25
2012-10-24 09:00:00,17.74,0.007,77.5,250.0
2012-10-24 10:00:00,20.43,0.027,58.8,430.8333333333
2012-10-24 11:00:00,21.68,0.026,51.73,505.0
2012-10-24 12:00:00,21.73,0.053,53.13,526.3888888889
2012-10-24 13:00:00,22.33,0.039,51.36,477.7777777778
2012-10-24 14:00:00,23.47,0.043,58.6,377.7777777778
2012-10-24 15:00:00,21.31,0.052,61.24,277.2222222222
2012-10-24 16:00:00,19.96,0.938,59.76,130.6944444444
2012-10-24 17:00:00,18.29,0.534,68.99,13.0777777778
2012-10-24 18:00:00,16.62,0.139,72.0,0.0
2012-10-24 19:00:00,15.49,0.065,78.5,0.0
2012-10-24 20:00:00,14.62,0.195,80.3,0.0
2012-10-24 21:00:00,14.56,0.139,79.4,0.0
2012-10-24 22:00:00,14.16,0.126,80.9,0.0
2012-10-24 23:00:00,13.01,0.001,79.4,0.0
2012-10-25 00:00:00,13.01,0.006,84.1,0.0
2012-10-25 01:00:00,12.6,0.0,87.0,0.0
2012-10-25 02:00:00,13.62,0.002,83.4,0.0
2012-10-25 03:00:00,13.75,0.009,85.7,0.2638888889
2012-10-25 04:00:00,14.56,0.015,83.2,0.0
2012-10-25 05:00:00,14.36,0.026,83.6,0.0
2012-10-25 06:00:00,13.68,0.311,87.6,0.0
2012-10-25 07:00:00,13.75,0.434,86.9,10.5583333333
2012-10-25 08:00:00,13.81,0.617,86.2,54.3055555556
2012-10-25 09:00:00,15.03,0.588,86.7,200.5555555556
2012-10-25 10:00:00,16.71,0.912,74.6,351.9444444444
2012-10-25 11:00:00,19.47,1.126,60.01,521.3888888889
2012-10-25 12:00:00,18.98,1.274,60.67,352.2222222222
2012-10-25 13:00:00,19.32,1.206,59.12,326.3888888889
2012-10-25 14:00:00,18.78,1.354,59.66,179.0833333333
2012-10-25 15:00:00,18.57,1.219,62.03,173.4166666667
2012-10-25 16:00:00,18.04,1.208,69.55,54.0555555556
2012-10-25 17:00:00,17.71,0.979,72.2,8.0555555556
2012-10-25 18:00:00,17.65,0.759,73.6,0.0
2012-10-25 19:00:00,17.44,0.672,74.6,0.0
2012-10-25 20:00:00,17.65,0.86,83.3,0.0
2012-10-25 21:00:00,17.65,1.055,84.6,0.0
2012-10-25 22:00:00,18.19,0.891,81.2,0.1333333333
2012-10-25 23:00:00,17.51,1.143,84.3,0.4638888889
2012-10-26 00:00:00,17.44,1.164,83.9,0.4194444444
2012-10-26 01:00:00,17.44,1.447,84.7,0.0
2012-10-26 02:00:00,17.11,2.192,85.2,0.2416666667
2012-10-26 03:00:00,16.84,1.832,85.1,0.0
2012-10-26 04:00:00,16.37,2.601,87.1,0.0
